Accident,Latitude,Longitude,Street,AltStreet,Intersection,DateTime,Date,Hour,Unix,WeekDay,WeekEnd,DayFrame,AccidentType,CollisionType,HaR,FatalInjury,MedicalTransport,InvolvedPlacardedTruck,PostedSpeed,TotalVehiclesInvolved,PedestrianInvolved,BicycleInvolved,DriverOneSafetyEquipment,DriverOneZip,DriverTwoSafetyEquipment,DriverTwoZip,Drug,Alcohol,LightCondition,Weather,Grid_Block,Grid_Col,Grid_Row,Highway,Land_Use_Mode,Road_Count,HourBefore,humidity,windSpeed,windBearing,uvIndex,precipIntensity,apparentTemperature,windGust,cloudCover,temperature,dewPoint,visibility,precipType,Event,Conditions,Rain,Cloudy,Foggy,Snow,Clear,RainBefore
,35.011871,-85.222751,100 Tacoa Ave,,Tacoa Cir,5/29/2018 2:00,2018-05-29,2,1527573600,,,,Property Damage,Not Collision with Motor Vehicle in Transport,No,No,No,No,30,1,No,No,,37402,Shoulder and Lap Belt Used,37421,No,No,Dark - Lighted,Clear,139,28,21,0,2,12,1527570000,0.9,4.12,78,0,0.011,72.07,8.54,0.44,71.04,67.93,6.156,rain,rain,drizzle,1,0,0,0,0,1
,35.010366,-85.222513,5300 Brainerd Rd,,McBrien Rd,7/21/2018 16:00,2018-07-21,16,1532203200,,,,Property Damage Under,Front to Rear,No,No,No,No,35,2,No,No,Shoulder and Lap Belt Used,37411,Shoulder and Lap Belt Used,37407,No,No,Daylight,Clear,139,28,21,0,2,12,1532199600,0.57,6.09,227,6,0,93.22,14.52,0.44,87.6,70.73,7.95,,partly-cloudy-day,partly cloudy,0,1,0,0,0,0
,35.0109134,-85.2231,2250 Center St,,Shallowford Rd,10/8/2018 0:00,2018-10-08,0,1538971200,,,,Property Damage,Unknown,Yes,No,No,No,,2,No,No,,75261,Unknown,Unknown,,,Unknown,Clear,139,28,21,0,2,12,1538967600,0.89,1.11,85,0,0,73.36,2.45,0,72.23,68.97,2.691,,clear-night,clear,0,0,0,0,1,0
,35.009528,-85.218556,5518 Brainerd Rd,,Spring Creek Rd,12/12/2018 14:00,2018-12-12,14,1544641200,,,,Property Damage,Front to Rear,No,No,No,No,40,4,No,No,Shoulder and Lap Belt Used,30328,Shoulder and Lap Belt Used,30736,No,No,Daylight,Clear,139,28,21,0,2,12,1544637600,0.51,5.73,183,2,0,45.16,11.51,0,47.77,30.62,3.384,,clear-day,clear,0,0,0,0,1,0
,35.00966,-85.220573,5518 Brainerd Rd,,Spring Creek Rd,12/27/2018 18:00,2018-12-27,18,1545951600,,,,Property Damage Under,"Sideswipe, Same Direction",No,No,No,No,35,2,No,No,Shoulder and Lap Belt Used,37416,Shoulder and Lap Belt Used,37411,No,No,Dark - Not Lighted,Rain,139,28,21,0,2,12,1545948000,0.83,9.6,171,0,0.018,53.46,19.58,1,53.46,48.35,5.355,rain,rain,possible light rain,1,0,0,0,0,1
,35.011592,-85.224834,Brainerd Rd,,S. Howell Ave,3/13/2019 14:00,2019-03-13,14,1552500000,,,,Property Damage,Angle,No,No,No,No,35,2,No,No,Shoulder and Lap Belt Used,37406,Shoulder and Lap Belt Used,37343,No,No,Daylight,Clear,139,28,21,0,2,12,1552496400,0.39,10.51,165,7,0,65.84,24.74,0,65.84,39.98,8.34,,clear-day,clear,0,0,0,0,1,0
,35.010735,-85.218195,5529 Brainerd Rd,,Spring Creek Road,3/18/2019 13:00,2019-03-18,13,1552928400,,,,Property Damage,Front to Rear,No,No,No,No,40,2,No,No,Shoulder and Lap Belt Used,30741,None Used MV Occupant,37421,No,No,Daylight,Clear,139,28,21,0,2,12,1552924800,0.33,7.54,353,6,0,51.34,16.66,0,51.34,22.82,3.899,,clear-day,clear,0,0,0,0,1,0
,35.011188,-85.224669,5200 Brainerd Rd,,Tacoa Ave,6/21/2019 13:00,2019-06-21,13,1561136400,,,,Possible Injury,Front to Rear,Yes,No,Yes,No,45,2,No,No,Unknown,Unknown,Shoulder and Lap Belt Used,37406,No,No,Daylight,Clear,139,28,21,0,2,12,1561132800,0.54,1.76,169,7,0,87.46,6.77,0.44,85.05,66.32,5.817,,partly-cloudy-day,partly cloudy,0,1,0,0,0,0
,35.14182,-85.248735,5500 - 5517 Highway 153,US-5500,Gadd Road,1/3/2018 15:00,2018-01-03,15,1515009600,,,,Property Damage Under,Front to Rear,No,No,No,No,45,2,No,No,Shoulder and Lap Belt Used,38574,Shoulder and Lap Belt Used,37379,No,No,Daylight,Clear,800,17,4,0,7,13,1515006000,0.27,2.1,296,1,0,36.9,5.81,0.19,36.9,5.64,7.01,,partly-cloudy-day,partly cloudy,0,1,0,0,0,0
,35.14196,-85.247614,Gadd Rd,,Highway 153,3/22/2018 17:00,2018-03-22,17,1521752400,,,,Property Damage,Rear to Side,No,No,No,No,40,2,No,No,Shoulder and Lap Belt Used,37343,Shoulder and Lap Belt Used,37343,No,No,Daylight,Clear,800,17,4,0,7,13,1521748800,0.32,4.67,346,3,0,55.2,11.73,0,55.2,26.19,9.997,,clear-day,clear,0,0,0,0,1,0
,35.140562,-85.246211,5450 Highway 153,US-5450,Northpoint Blvd,4/2/2018 0:00,2018-04-02,0,1522641600,,,,Property Damage,Unknown,Yes,No,No,No,,2,No,No,,37416,Unknown,Unknown,,,Unknown,Unknown,800,17,4,0,7,13,1522638000,0.47,1.5,193,0,0,66.25,3.32,0.75,66.25,45.33,8.468,,partly-cloudy-night,mostly cloudy,0,1,0,0,0,0
,35.143485,-85.247847,5510 Highway 153,US-5510,Gadd Road,4/22/2018 14:00,2018-04-22,14,1524420000,,,,Property Damage,Unknown,Yes,No,No,No,,2,No,No,,37343,Unknown,Unknown,,,Daylight,Rain,800,17,4,0,7,13,1524416400,0.91,1.33,104,6,0.062,57.95,4.33,0.75,57.95,55.19,2.342,rain,rain,light rain,1,0,0,0,0,1
,35.142401,-85.248276,5500 Highway 153,US-5500,Gadd Road,5/6/2018 12:00,2018-05-06,12,1525622400,,,,Property Damage Under,Angle,Yes,No,No,No,,2,No,No,Shoulder and Lap Belt Used,37343,Shoulder and Lap Belt Used,37327,No,No,Daylight,Clear,800,17,4,0,7,13,1525618800,0.52,2.23,325,5,0,71.46,9,0.75,71.46,53.05,7.01,,partly-cloudy-day,mostly cloudy,0,1,0,0,0,0
,35.141423,-85.248383,103 Cherokee Blvd,,Velma St,5/19/2018 0:00,2018-05-19,0,1526702400,,,,Property Damage,Unknown,Yes,No,No,No,,2,No,No,Unknown,Unknown,,37421,,,Dark - Not Lighted,Unknown,800,17,4,0,7,13,1526698800,0.91,0.04,,0,0.014,69.41,0.41,1,68.59,65.73,3.568,rain,cloudy,overcast,0,1,0,0,0,0
,35.141391,-85.248037,5478 Highway 153,,Gadd Rd,5/25/2018 17:00,2018-05-25,17,1527282000,,,,Property Damage,Angle,Yes,No,No,No,45,2,No,No,Shoulder and Lap Belt Used,37343,Unknown,Unknown,No,No,Daylight,Clear,800,17,4,0,7,13,1527278400,0.54,4.01,177,4,0,89.12,9.16,0.75,85.94,67.62,6.988,,partly-cloudy-day,mostly cloudy,0,1,0,0,0,0
,35.143721,-85.247823,153 highway,,153,8/23/2018 0:00,2018-08-23,0,1534996800,,,,Property Damage,Unknown,Yes,No,No,No,15,2,No,No,,37377,Unknown,Unknown,,,Unknown,Unknown,800,17,4,0,7,13,1534993200,0.8,4.31,343,0,0,72.4,10.25,0.75,71.78,65.12,7.019,,partly-cloudy-night,mostly cloudy,0,1,0,0,0,0
,35.14182,-85.248735,1000 Gadd Road,US-1000,Highway 153,8/28/2018 9:00,2018-08-28,9,1535461200,,,,Property Damage,Angle,Yes,No,No,No,40,2,No,No,,37412,Shoulder and Lap Belt Used,37343,No,No,Daylight,Clear,800,17,4,0,7,13,1535457600,0.85,2.28,188,1,0,77.08,4.52,0.29,75.82,70.86,2.896,,partly-cloudy-day,partly cloudy,0,1,0,0,0,0
,35.143485,-85.247847,5510 Highway 153,SR-153,Gadd,9/13/2018 12:00,2018-09-13,12,1536854400,,,,Property Damage,Head On,Yes,No,No,No,,2,No,No,,37415,Unknown,Unknown,,,Daylight,Clear,800,17,4,0,7,13,1536850800,0.68,3.64,25,5,0,89.59,6.8,0.61,83.89,72.16,7.019,,partly-cloudy-day,humid and mostly cloudy,0,1,0,0,0,0
,35.14182,-85.248735,Highway 153,,Gadd Rd,9/14/2018 18:00,2018-09-14,18,1536962400,,,,Property Damage,"Sideswipe, Same Direction",No,No,No,No,45,3,No,No,Unknown,37302,Unknown,37064,Yes,Yes,Daylight,Clear,800,17,4,0,7,13,1536958800,0.49,9.57,19,1,0,95.89,12.98,0.44,90.89,69.18,7.019,,partly-cloudy-day,partly cloudy,0,1,0,0,0,0
,35.143721,-85.247823,5510 Highway 153,,Thomas,9/17/2018 14:00,2018-09-17,14,1537207200,,,,Property Damage,Unknown,Yes,No,No,No,,2,No,No,Unknown,Unknown,,37343,,,Daylight,Clear,800,17,4,0,7,13,1537203600,0.68,5.34,276,5,0,82.67,11.42,0.8,79.94,68.62,7.019,,partly-cloudy-day,mostly cloudy,0,1,0,0,0,0
,35.144933,-85.246367,1100 Northern Hills Rd,SR-1,Thomas Ln,10/13/2018 1:00,2018-10-13,1,1539406800,,,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,30,1,No,No,None Used MV Occupant,37343,,,,Yes,Dark - Not Lighted,Clear,800,17,4,0,7,13,1539403200,0.77,2.43,276,0,0,57.58,4.04,1,57.58,50.35,9.997,,cloudy,overcast,0,1,0,0,0,0
,35.1394,-85.2468,Northpoint Blvd,,Hixson Pike,10/17/2018 16:00,2018-10-17,16,1539806400,,,,Property Damage Under,Angle,No,No,No,No,35,2,No,No,Shoulder and Lap Belt Used,37416,Shoulder and Lap Belt Used,37343,No,No,Daylight,Clear,800,17,4,0,7,13,1539802800,0.37,6.1,2,3,0,68.84,12.24,0.15,68.84,41.78,7.019,,partly-cloudy-day,partly cloudy,0,1,0,0,0,0
,35.14016,-85.249002,5437 Highway 153,,Gadd Road,11/1/2018 19:00,2018-11-01,19,1541113200,,,,Property Damage,"Sideswipe, Same Direction",No,No,No,No,40,2,No,No,Shoulder and Lap Belt Used,37343,Shoulder and Lap Belt Used,37379,No,No,Dark - Lighted,Rain,800,17,4,0,7,13,1541109600,0.84,8.46,188,0,0,66.03,14.91,0.95,65.8,60.86,6.858,,cloudy,overcast,0,1,0,0,0,0
,35.14302,-85.24841,5506 Highway 153,US-5506,Gadd Road,12/1/2018 12:00,2018-12-01,12,1543683600,,,,Property Damage Under,Front to Rear,No,No,No,No,45,2,No,No,Shoulder and Lap Belt Used,37373,Shoulder and Lap Belt Used,37341,No,No,Daylight,Rain,800,17,4,0,7,13,1543680000,0.89,9.42,167,2,0.025,56.66,19.92,0.95,56.66,53.59,1.727,rain,rain,light rain,1,0,0,0,0,1
,35.141391,-85.248037,5764 Hwy 153,,Grubb Rd,12/13/2018 0:00,2018-12-13,0,1544677200,,,,Property Damage Under,Other,Yes,No,No,No,45,2,No,No,Shoulder and Lap Belt Used,37343,Unknown,Unknown,No,No,Unknown,Unknown,800,17,4,0,7,13,1544673600,0.58,4.7,193,0,0,41.77,6.85,1,44.33,30.55,6.858,,cloudy,overcast,0,1,0,0,0,0
,35.140621,-85.245572,5450 Highway 153,US-5450,Northpoint Blvd,12/16/2018 14:00,2018-12-16,14,1544986800,,,,Property Damage,Unknown,Yes,No,No,No,,2,No,No,Unknown,Unknown,,37415,,,Daylight,Cloudy,800,17,4,0,7,13,1544983200,0.75,5.68,300,2,0,50.44,9.88,0.8,50.44,42.97,8.474,,partly-cloudy-day,mostly cloudy,0,1,0,0,0,0
,35.141603,-85.250003,1015 Gadd Rd,,Highway 153,1/20/2019 0:00,2019-01-20,0,1547960400,,,,Property Damage,Angle,No,No,No,No,30,2,No,No,Shoulder and Lap Belt Used,37343,Shoulder and Lap Belt Used,37343,No,No,Unknown,Unknown,800,17,4,0,7,13,1547956800,0.78,13.13,285,0,0.001,37.58,25.75,0.8,44.06,37.8,8.864,rain,partly-cloudy-night,mostly cloudy,0,1,0,0,0,0
,35.142003,-85.249412,5501 Highway 153,US-5500,Gadd Road,4/3/2019 11:00,2019-04-03,11,1554303600,,,,Property Damage,Angle,No,No,No,No,50,2,No,No,Shoulder and Lap Belt Used,37379,Shoulder and Lap Belt Used,37406,No,No,Daylight,Clear,800,17,4,0,7,13,1554300000,0.38,2.3,112,3,0,58.86,8.42,0.61,58.86,33.39,6.834,,partly-cloudy-day,mostly cloudy,0,1,0,0,0,0
,35.14182,-85.248735,Gadd Rd,SR-1,Highway 153,4/18/2019 14:00,2019-04-18,14,1555610400,,,,Property Damage,Rear to Side,No,No,No,No,,2,No,No,Shoulder and Lap Belt Used,37415,Shoulder and Lap Belt Used,37405,No,No,Daylight,Clear,800,17,4,0,7,13,1555606800,0.5,11.16,197,6,0,75.55,20.88,0.69,75.55,55.55,5.349,,partly-cloudy-day,mostly cloudy,0,1,0,0,0,0
,35.14182,-85.248735,Highway 153,,Gadd Rd,5/3/2019 17:00,2019-05-03,17,1556917200,,,,Property Damage Under,Front to Rear,No,No,No,No,35,2,No,No,Shoulder and Lap Belt Used,37343,Shoulder and Lap Belt Used,37405,No,No,Daylight,Clear,800,17,4,0,7,13,1556913600,0.45,8.53,244,4,0,83.92,15.02,0.45,83.82,60.14,7.264,,partly-cloudy-day,partly cloudy,0,1,0,0,0,0
,35.142003,-85.249412,5501 Highway 153,,Gadd Rd,5/25/2019 15:00,2019-05-25,15,1558810800,,,,Property Damage,Angle,No,No,No,No,45,2,No,No,Shoulder and Lap Belt Used,37363,Shoulder and Lap Belt Used,30736,No,No,Daylight,Clear,800,17,4,0,7,13,1558807200,0.41,8.89,232,7,0,93.5,13.56,0.44,91.53,64.67,3.408,,partly-cloudy-day,partly cloudy,0,1,0,0,0,0
,35.142953,-85.247908,5510 Highway 153,,Highway 153,6/20/2019 17:00,2019-06-20,17,1561064400,,,,Property Damage,Angle,No,No,No,No,,2,No,No,Shoulder and Lap Belt Used,37379,Shoulder and Lap Belt Used,37343,No,No,Daylight,Clear,800,17,4,0,7,13,1561060800,0.59,10.06,253,4,0,87.19,18.15,0.5,84,68,7.143,,partly-cloudy-day,partly cloudy,0,1,0,0,0,0
,35.142637,-85.244664,1227 Gadd Rd,,Highway 153,6/24/2019 17:00,2019-06-24,17,1561410000,,,,Property Damage,Not Collision with Motor Vehicle in Transport,Yes,No,No,No,40,1,No,No,Unknown,Unknown,,,,,Daylight,Clear,800,17,4,0,7,13,1561406400,0.66,11.57,222,4,0.27,89.84,19.88,0.75,84.38,71.6,1.387,rain,rain,rain,1,0,0,0,0,1
,35.034812,-85.303844,300 E Main St,,Washington St,1/3/2018 18:00,2018-01-03,18,1515020400,,,,Suspected Minor Injury,"Sideswipe, Same Direction",No,No,Yes,No,35,4,No,No,,37403,,37405,No,No,Dark - Lighted,Clear,100,17,22,0,2,19,1515016800,0.32,1.22,280,0,0,33.73,3.08,0.44,33.73,6.63,5.503,,partly-cloudy-night,partly cloudy,0,1,0,0,0,0
,35.035477,-85.304732,211 E Main St,,Rossville Ave.,2/16/2018 11:00,2018-02-16,11,1518796800,,,,Property Damage,Rear to Side,No,No,No,No,15,2,No,No,Unknown,37406,Unknown,37412,No,No,Daylight,Cloudy,100,17,22,0,2,19,1518793200,0.79,5.36,220,2,0,67.21,12.06,1,67.1,60.24,6.274,,cloudy,overcast,0,1,0,0,0,0
,35.036387,-85.3075,1463 Market St,,W Main Street,2/16/2018 17:00,2018-02-16,17,1518818400,,,,Property Damage,Angle,No,No,No,No,35,2,No,No,Shoulder and Lap Belt Used,37377,Shoulder and Lap Belt Used,37323,No,No,Dawn,Cloudy,100,17,22,0,2,19,1518814800,0.82,3.49,357,0,0,53.98,8.42,1,53.98,48.45,3.592,,cloudy,overcast,0,1,0,0,0,0
,35.036622,-85.307053,1464 Market St,,Station St,4/13/2018 14:00,2018-04-13,14,1523642400,,,,Property Damage,"Sideswipe, Same Direction",No,No,No,No,30,2,No,No,Shoulder and Lap Belt Used,37403,Shoulder and Lap Belt Used,30738,No,No,Daylight,Clear,100,17,22,0,2,19,1523638800,0.39,5.31,174,9,0,76.27,13.93,0,76.27,49.79,5.503,,clear-day,clear,0,0,0,0,1,0
,35.038291,-85.303863,1300 Market St,SR-1200,1200 King Street,4/24/2018 10:00,2018-04-24,10,1524578400,,,,Property Damage,Angle,No,No,No,No,35,2,No,No,Shoulder and Lap Belt Used,37363,Shoulder and Lap Belt Used,67052,No,No,Daylight,Rain,100,17,22,0,2,19,1524574800,0.92,0.45,302,2,0,58.35,1.73,1,58.35,56.02,6.274,,cloudy,overcast,0,1,0,0,0,0
,35.035093,-85.304578,282 E Main St,,Passenger St,4/27/2018 0:00,2018-04-27,0,1524801600,,,,Property Damage Under,Unknown,Yes,No,No,No,35,2,No,No,Unknown,Unknown,,37411,,,Unknown,Clear,100,17,22,0,2,19,1524798000,0.91,0.53,12,0,0,51.52,1.28,0.75,51.52,48.85,2.697,,partly-cloudy-night,mostly cloudy,0,1,0,0,0,0
,35.036143,-85.307328,1500 Market St,,Main St,5/10/2018 9:00,2018-05-10,9,1525957200,,,,Property Damage,"Sideswipe, Same Direction",No,No,No,No,30,2,No,No,,37411,Shoulder and Lap Belt Used,37405,No,No,Daylight,Clear,100,17,22,0,2,19,1525953600,0.69,0.39,202,2,0,70.58,1.49,0.15,70.58,59.77,2.678,,partly-cloudy-day,partly cloudy,0,1,0,0,0,0
,35.036143,-85.307328,E Main St,,Market St,5/16/2018 14:00,2018-05-16,14,1526493600,,,,Property Damage,"Sideswipe, Same Direction",Yes,No,No,No,25,2,No,No,Shoulder and Lap Belt Used,37404,Unknown,Unknown,No,No,Daylight,Clear,100,17,22,0,2,19,1526490000,0.65,0.85,158,6,0,83.86,3.57,0.75,81.05,68.1,5.503,,partly-cloudy-day,mostly cloudy,0,1,0,0,0,0
,35.0381215,-85.302145,24 EB st,I-24,24 EB st,5/20/2018 22:00,2018-05-20,22,1526868000,,,,Property Damage Under,Not Collision with Motor Vehicle in Transport,No,No,No,No,55,1,No,No,Shoulder and Lap Belt Used,37411,,,No,No,Dark - Lighted,Clear,100,17,22,0,2,19,1526864400,0.84,2.73,162,0,0,71.11,5.07,0.68,70.42,65.37,5.56,,partly-cloudy-night,mostly cloudy,0,1,0,0,0,0
,35.035882,-85.306639,25 E Main St,SR-25,Market St,6/1/2018 22:00,2018-06-01,22,1527904800,,,,Property Damage,"Sideswipe, Opposite Direction",Yes,No,No,No,30,2,No,No,Unknown,Unknown,Shoulder and Lap Belt Used,37343,No,No,Dark - Lighted,Clear,100,17,22,0,2,19,1527901200,0.87,4.23,180,0,0,74.78,6.73,0.75,73.64,69.46,5.503,,partly-cloudy-night,mostly cloudy,0,1,0,0,0,0
,35.036143,-85.307328,E Main St,,Market St,6/15/2018 12:00,2018-06-15,12,1529078400,,,,Property Damage,Angle,Yes,No,No,No,30,2,No,No,,Unknown,Unknown,Unknown,,,Daylight,Clear,100,17,22,0,2,19,1529074800,0.55,5.57,20,7,0,91.07,10.86,0.42,86.87,69.01,6.976,,partly-cloudy-day,partly cloudy,0,1,0,0,0,0
,35.035567,-85.305451,1400 Rossville Ave,,Non intersection,6/19/2018 9:00,2018-06-19,9,1529413200,,,,Property Damage,Front to Rear,No,No,No,No,15,2,No,No,Shoulder and Lap Belt Used,33556,,76110,No,No,Daylight,Clear,100,17,22,0,2,19,1529409600,0.69,3.32,357,2,0,85.13,6.5,0.07,81.43,70.12,7.143,,clear-day,clear,0,0,0,0,1,0
,35.035925,-85.307186,26 E Main St,,Market St,6/21/2018 0:00,2018-06-21,0,1529553600,,,,Property Damage,Unknown,Yes,No,No,No,30,2,No,No,Unknown,Unknown,Shoulder and Lap Belt Used,37204,No,No,Dark - Unknown Lighting,Clear,100,17,22,0,2,19,1529550000,0.69,2.13,250,0,0,79.85,4.69,0.95,78.98,68.14,3.417,,cloudy,overcast,0,1,0,0,0,0
,35.037227,-85.306833,1400 Market St,,W Main St,6/23/2018 3:00,2018-06-23,3,1529737200,,,,Property Damage Under,Front to Rear,Yes,No,No,No,35,2,No,No,Shoulder and Lap Belt Used,37411,Unknown,Unknown,No,No,Dark - Lighted,Unknown,100,17,22,0,2,19,1529733600,0.92,2.38,241,0,0,70.67,4.22,0.77,69.69,67.2,7.41,,partly-cloudy-night,mostly cloudy,0,1,0,0,0,0
,35.0381991,-85.301184,3800 Tennessee Ave,US-11,16 w 38th st,6/28/2018 15:00,2018-06-28,15,1530212400,,,,Property Damage Under,Angle,Yes,No,No,No,15,2,No,No,,30741,Unknown,Unknown,,,Daylight,Clear,100,17,22,0,2,19,1530208800,0.88,5.41,233,5,0.019,71.65,7.4,0.98,70.73,67.09,2.499,rain,cloudy,overcast,0,1,0,0,0,0
,35.034096,-85.301181,1499 Adams St,,E Main St.,7/1/2018 16:00,2018-07-01,16,1530475200,,,,Property Damage Under,Angle,No,No,No,No,15,2,No,No,Shoulder and Lap Belt Used,37377,Shoulder and Lap Belt Used,37415,No,No,Daylight,Clear,100,17,22,0,2,19,1530471600,0.54,3.19,98,5,0,95.27,8.37,0.75,89.51,70.42,1.321,,fog,foggy,0,0,1,0,0,0
,35.03775,-85.300617,1298 Peeples St,,E 12th St,8/1/2018 0:00,2018-08-01,0,1533096000,,,,Property Damage,Unknown,Yes,No,No,No,15,2,No,No,,37406,Unknown,Unknown,,,Unknown,Clear,100,17,22,0,2,19,1533092400,0.91,2.74,154,0,0.019,72,8.12,1,70.93,68.16,2.985,rain,rain,light rain,1,0,0,0,0,1
,35.036789,-85.305393,Station St,,Rossville Ave,8/1/2018 22:00,2018-08-01,22,1533175200,,,,Property Damage,Angle,Yes,No,No,No,,2,No,No,Unknown,37738,,37363,,,Dark - Lighted,Clear,100,17,22,0,2,19,1533171600,0.93,1.03,119,0,0.002,71.74,4.86,0.98,70.62,68.39,4.634,rain,cloudy,overcast,0,1,0,0,0,0
,35.033142,-85.303935,Rossville Ave,,Washington St,8/10/2018 13:00,2018-08-10,13,1533920400,,,,Property Damage Under,Front to Rear,No,No,No,No,35,2,No,No,,37408,Shoulder and Lap Belt Used,37343,No,No,Daylight,Clear,100,17,22,0,2,19,1533916800,0.69,2.75,227,6,0,85.07,6.86,0.77,81.35,70.23,6.172,,partly-cloudy-day,mostly cloudy,0,1,0,0,0,0
,35.036581,-85.306821,Station St,US-10,Choo Choo Ave,8/19/2018 0:00,2018-08-19,0,1534651200,,,,Property Damage,Unknown,Yes,No,No,No,15,2,No,No,,,,37188,,,Unknown,Clear,100,17,22,0,2,19,1534647600,0.87,1.51,209,0,0,77.54,3.18,0.77,76.15,71.88,6.601,,partly-cloudy-night,mostly cloudy,0,1,0,0,0,0
,35.033872,-85.302681,E Main St,,Adams St,8/24/2018 10:00,2018-08-24,10,1535119200,,,,Possible Injury,Angle,No,No,No,No,30,2,No,No,Shoulder and Lap Belt Used,37406,Shoulder and Lap Belt Used,30741,No,No,Daylight,Clear,100,17,22,0,2,19,1535115600,0.6,3.76,174,3,0,71.26,10.01,0.17,71.26,56.69,2.728,,partly-cloudy-day,partly cloudy,0,1,0,0,0,0
,35.03775,-85.300617,1298 Peeples St,,West 12th St,8/27/2018 0:00,2018-08-27,0,1535342400,,,,Property Damage Under,Unknown,Yes,No,No,No,,2,No,No,Unknown,Unknown,,37406,,,Unknown,Clear,100,17,22,0,2,19,1535338800,0.82,1.06,83,0,0,75.51,4.9,0.4,74.51,68.61,3.09,,partly-cloudy-night,partly cloudy,0,1,0,0,0,0
,35.038291,-85.303863,Market St,,King St,9/6/2018 11:00,2018-09-06,11,1536246000,,,,Property Damage,Angle,No,No,No,No,25,2,No,No,Shoulder and Lap Belt Used,37404,Shoulder and Lap Belt Used,30741,No,No,Daylight,Clear,100,17,22,0,2,19,1536242400,0.72,3.78,114,4,0,87.43,7.23,0.75,82.33,72.21,6.211,,partly-cloudy-day,humid and mostly cloudy,0,1,0,0,0,0
,35.037227,-85.306833,1400 Market St,,Choo Choo Ave,9/17/2018 8:00,2018-09-17,8,1537185600,,,,Property Damage Under,"Sideswipe, Opposite Direction",No,No,No,No,15,2,No,No,Shoulder and Lap Belt Used,37421,,37377,No,No,Daylight,Clear,100,17,22,0,2,19,1537182000,0.89,3.33,242,0,0,72.84,6.8,0.77,71.77,68.41,5.274,,partly-cloudy-day,mostly cloudy,0,1,0,0,0,0
,35.036789,-85.305393,1400 Rossville Ave,,E Main St,10/11/2018 8:00,2018-10-11,8,1539259200,,,,Property Damage Under,Front to Rear,No,No,No,No,30,2,No,No,Shoulder and Lap Belt Used,37404,Shoulder and Lap Belt Used,37404,No,No,Daylight,Clear,100,17,22,0,2,19,1539255600,0.87,6.42,323,0,0,72.2,14.15,0.77,71.26,67.36,5.652,,partly-cloudy-day,mostly cloudy,0,1,0,0,0,0
,35.034772,-85.303736,E Main St,,Wilhoit St,10/13/2018 0:00,2018-10-13,0,1539403200,,,,Property Damage,Unknown,Yes,No,No,No,,2,No,No,,37411,Unknown,Unknown,,,Dark - Not Lighted,Clear,100,17,22,0,2,19,1539399600,0.65,0.82,310,0,0,59.9,3.1,1,59.9,48.04,10,,cloudy,overcast,0,1,0,0,0,0
,35.035614,-85.306377,26 E Main St,,Market St,10/17/2018 0:00,2018-10-17,0,1539748800,,,,Property Damage Under,Unknown,Yes,No,No,No,15,2,No,No,,37408,Unknown,Unknown,,,Unknown,Clear,100,17,22,0,2,19,1539745200,0.94,3.05,308,0,0.015,62.04,4.42,1,61.75,59.93,2.84,rain,rain,drizzle,1,0,0,0,0,1
,35.0384847,-85.302748,5425 Highway 153,,Northpoint Blvd,11/14/2018 18:00,2018-11-14,18,1542236400,,,,Property Damage Under,Not Collision with Motor Vehicle in Transport,No,No,No,No,45,1,No,No,Shoulder and Lap Belt Used,37379,,,No,No,Dark - Lighted,Rain,100,17,22,0,2,19,1542232800,0.94,6.18,40,0,0.09,36.28,9.2,1,40.53,38.87,1.864,rain,rain,light rain,1,0,0,0,0,1
,35.03599,-85.30714,172/4 I 24 Rd,I-24,171 I 24 WB,12/9/2018 17:00,2018-12-09,17,1544392800,,,,Property Damage,Front to Rear,No,No,No,No,55,3,No,No,Shoulder and Lap Belt Used,37064,Shoulder and Lap Belt Used,18051,No,No,Dark - Lighted,Rain,100,17,22,0,2,19,1544389200,0.91,6.1,1,0,0.001,36.29,10.8,1,40.5,38.14,1.478,rain,fog,foggy,0,0,1,0,0,0
,35.035284,-85.304629,215 E Main St,,Rossville Ave,12/12/2018 8:00,2018-12-12,8,1544619600,,,,Property Damage Under,Angle,No,No,No,No,25,2,No,No,Shoulder and Lap Belt Used,37405,Shoulder and Lap Belt Used,30736,No,No,Daylight,Cloudy,100,17,22,0,2,19,1544616000,0.81,1.31,245,0,0,32.15,5.84,0,32.15,26.91,3.404,,clear-day,clear,0,0,0,0,1,0
,35.036192,-85.307016,Market St,,E Main St,12/14/2018 13:00,2018-12-14,13,1544810400,,,,Property Damage,Angle,No,No,No,No,25,2,No,No,Shoulder and Lap Belt Used,87112,Shoulder and Lap Belt Used,35966,No,No,Daylight,Rain,100,17,22,0,2,19,1544806800,0.92,5.36,11,2,0.063,46.8,5.36,1,48.98,46.86,1.36,rain,rain,light rain,1,0,0,0,0,1
,35.03491,-85.300683,1407 Adams St,,Adams St,12/19/2018 0:00,2018-12-19,0,1545195600,,,,Property Damage,Unknown,Yes,No,No,No,15,2,No,No,Unknown,Unknown,,37408,,,Unknown,Unknown,100,17,22,0,2,19,1545192000,0.77,1.21,92,0,0,38.4,5.44,0.17,38.4,31.81,6.661,,partly-cloudy-night,partly cloudy,0,1,0,0,0,0
