date,time,event
02/17/2018,13:53:00,Overcast
02/17/2018,13:55:00,Mostly Cloudy
02/17/2018,14:22:00,Mostly Cloudy
02/17/2018,14:53:00,Light Drizzle
02/17/2018,15:53:00,Mostly Cloudy
02/17/2018,16:53:00,Light Rain
02/17/2018,17:17:00,Light Rain
02/17/2018,17:53:00,Light Rain
02/17/2018,18:53:00,Rain
02/17/2018,19:40:00,Light Rain
02/17/2018,19:53:00,Light Rain
02/17/2018,20:53:00,Mostly Cloudy
02/17/2018,21:11:00,Mostly Cloudy
02/17/2018,21:53:00,Mostly Cloudy
02/17/2018,22:53:00,Mostly Cloudy
02/17/2018,23:06:00,Overcast
02/17/2018,23:53:00,Mostly Cloudy
02/18/2018,00:53:00,Mostly Cloudy
02/18/2018,01:53:00,Overcast
02/18/2018,02:53:00,Overcast
02/18/2018,03:53:00,Mostly Cloudy
02/18/2018,04:06:00,Partly Cloudy
02/18/2018,04:53:00,Clear
02/18/2018,05:53:00,Mostly Cloudy
02/18/2018,06:53:00,Mostly Cloudy
02/18/2018,07:53:00,Mostly Cloudy
02/18/2018,08:53:00,Scattered Clouds
02/18/2018,09:53:00,Mostly Cloudy
02/18/2018,10:53:00,Scattered Clouds
02/18/2018,11:53:00,Scattered Clouds
02/18/2018,12:53:00,Scattered Clouds
02/18/2018,13:53:00,Scattered Clouds
02/18/2018,14:53:00,Mostly Cloudy
02/18/2018,15:53:00,Mostly Cloudy
02/18/2018,16:53:00,Mostly Cloudy
02/18/2018,17:53:00,Mostly Cloudy
02/18/2018,18:53:00,Mostly Cloudy
02/18/2018,19:53:00,Overcast
02/18/2018,20:53:00,Overcast
02/18/2018,21:40:00,Overcast
02/18/2018,21:53:00,Light Rain
02/18/2018,22:10:00,Rain
02/18/2018,22:53:00,Light Rain
02/18/2018,23:06:00,Light Rain
02/18/2018,23:12:00,Light Rain
02/18/2018,23:21:00,Overcast
02/18/2018,23:53:00,Overcast
02/19/2018,00:00:00,Overcast
02/19/2018,00:36:00,Overcast
02/19/2018,00:53:00,Overcast
02/19/2018,01:18:00,Overcast
02/19/2018,01:53:00,Overcast
02/19/2018,02:53:00,Overcast
02/19/2018,03:50:00,Overcast
02/19/2018,03:53:00,Overcast
02/19/2018,04:53:00,Overcast
02/19/2018,05:46:00,Overcast
02/19/2018,05:53:00,Overcast
02/19/2018,06:53:00,Patches of Fog
02/19/2018,07:10:00,Patches of Fog
02/19/2018,07:53:00,Patches of Fog
02/19/2018,08:53:00,Patches of Fog
02/19/2018,09:40:00,Patches of Fog
02/19/2018,09:53:00,Patches of Fog
02/19/2018,10:53:00,Overcast
02/19/2018,11:53:00,Overcast
02/19/2018,12:53:00,Overcast
02/19/2018,13:53:00,Overcast
02/19/2018,14:53:00,Overcast
02/19/2018,15:53:00,Mostly Cloudy
02/19/2018,16:11:00,Mostly Cloudy
02/19/2018,16:53:00,Mostly Cloudy
02/19/2018,17:53:00,Mostly Cloudy
02/19/2018,18:53:00,Mostly Cloudy
02/19/2018,19:53:00,Mostly Cloudy
02/19/2018,20:53:00,Mostly Cloudy
02/19/2018,21:53:00,Mostly Cloudy
02/19/2018,22:53:00,Scattered Clouds
02/19/2018,23:53:00,Partly Cloudy
02/20/2018,00:53:00,Clear
02/20/2018,01:53:00,Mostly Cloudy
02/20/2018,02:53:00,Partly Cloudy
02/20/2018,03:53:00,Scattered Clouds
02/20/2018,04:53:00,Scattered Clouds
02/20/2018,05:53:00,Scattered Clouds
02/20/2018,06:51:00,Mostly Cloudy
02/20/2018,06:53:00,Mostly Cloudy
02/20/2018,07:53:00,Overcast
02/20/2018,08:53:00,Overcast
02/20/2018,09:53:00,Mostly Cloudy
02/20/2018,10:53:00,Mostly Cloudy
02/20/2018,11:00:00,Scattered Clouds
02/20/2018,11:53:00,Overcast
02/20/2018,12:53:00,Mostly Cloudy
02/20/2018,13:25:00,Mostly Cloudy
02/20/2018,13:53:00,Mostly Cloudy
02/20/2018,14:53:00,Mostly Cloudy
02/20/2018,15:53:00,Mostly Cloudy
02/20/2018,16:53:00,Mostly Cloudy
02/20/2018,17:53:00,Mostly Cloudy
02/20/2018,18:53:00,Mostly Cloudy
02/20/2018,19:53:00,Mostly Cloudy
02/20/2018,20:53:00,Mostly Cloudy
02/20/2018,21:53:00,Mostly Cloudy
02/20/2018,22:53:00,Mostly Cloudy
02/20/2018,23:53:00,Mostly Cloudy
02/21/2018,00:53:00,Mostly Cloudy
02/21/2018,01:53:00,Scattered Clouds
02/21/2018,02:31:00,Mostly Cloudy
02/21/2018,02:53:00,Overcast
02/21/2018,03:53:00,Mostly Cloudy
02/21/2018,04:06:00,Mostly Cloudy
02/21/2018,04:35:00,Mostly Cloudy
02/21/2018,04:44:00,Mostly Cloudy
02/21/2018,04:53:00,Mostly Cloudy
02/21/2018,05:21:00,Mostly Cloudy
02/21/2018,05:53:00,Mostly Cloudy
02/21/2018,06:53:00,Mostly Cloudy
02/21/2018,07:53:00,Overcast
02/21/2018,08:53:00,Mostly Cloudy
02/21/2018,09:53:00,Overcast
02/21/2018,10:53:00,Mostly Cloudy
02/21/2018,11:53:00,Mostly Cloudy
02/21/2018,12:32:00,Mostly Cloudy
02/21/2018,12:53:00,Mostly Cloudy
02/21/2018,13:53:00,Mostly Cloudy
02/21/2018,14:53:00,Scattered Clouds
02/21/2018,15:53:00,Scattered Clouds
02/21/2018,16:53:00,Scattered Clouds
02/21/2018,17:53:00,Mostly Cloudy
02/21/2018,18:53:00,Mostly Cloudy
02/21/2018,19:53:00,Mostly Cloudy
02/21/2018,20:53:00,Scattered Clouds
02/21/2018,21:53:00,Mostly Cloudy
02/21/2018,22:53:00,Mostly Cloudy
02/21/2018,23:53:00,Mostly Cloudy
02/22/2018,00:53:00,Clear
02/22/2018,01:53:00,Clear
02/22/2018,02:53:00,Clear
02/22/2018,03:53:00,Clear
02/22/2018,04:53:00,Clear
02/22/2018,05:53:00,Scattered Clouds
02/22/2018,06:53:00,Partly Cloudy
02/22/2018,07:50:00,Mostly Cloudy
02/22/2018,07:53:00,Mostly Cloudy
02/22/2018,08:51:00,Scattered Clouds
02/22/2018,08:53:00,Scattered Clouds
02/22/2018,09:32:00,Overcast
02/22/2018,09:53:00,Overcast
02/22/2018,10:53:00,Mostly Cloudy
02/22/2018,11:53:00,Mostly Cloudy
02/22/2018,12:08:00,Mostly Cloudy
02/22/2018,12:53:00,Mostly Cloudy
02/22/2018,13:53:00,Scattered Clouds
02/22/2018,14:53:00,Mostly Cloudy
02/22/2018,14:56:00,Rain
02/22/2018,14:58:00,Heavy Rain
02/22/2018,15:02:00,Light Rain
02/22/2018,15:53:00,Mostly Cloudy
02/22/2018,16:53:00,Mostly Cloudy
02/22/2018,17:53:00,Mostly Cloudy
02/22/2018,18:53:00,Mostly Cloudy
02/22/2018,19:53:00,Scattered Clouds
02/22/2018,20:53:00,Partly Cloudy
02/22/2018,21:53:00,Clear
02/22/2018,22:53:00,Partly Cloudy
02/22/2018,23:53:00,Clear
02/23/2018,00:53:00,Clear
02/23/2018,01:53:00,Clear
02/23/2018,02:53:00,Clear
02/23/2018,03:53:00,Clear
02/23/2018,04:53:00,Clear
02/23/2018,05:53:00,Scattered Clouds
02/23/2018,06:53:00,Shallow Fog
02/23/2018,07:53:00,Mostly Cloudy
02/23/2018,08:53:00,Scattered Clouds
02/23/2018,09:53:00,Scattered Clouds
02/23/2018,10:53:00,Scattered Clouds
02/23/2018,11:53:00,Scattered Clouds
02/23/2018,12:53:00,Scattered Clouds
02/23/2018,13:53:00,Scattered Clouds
02/23/2018,14:53:00,Scattered Clouds
02/23/2018,15:53:00,Scattered Clouds
02/23/2018,16:53:00,Scattered Clouds
02/23/2018,17:53:00,Mostly Cloudy
02/23/2018,18:53:00,Mostly Cloudy
02/23/2018,19:53:00,Mostly Cloudy
02/23/2018,20:53:00,Mostly Cloudy
02/23/2018,21:53:00,Mostly Cloudy
02/23/2018,22:53:00,Mostly Cloudy
02/23/2018,23:53:00,Mostly Cloudy
02/24/2018,00:53:00,Overcast
02/24/2018,01:53:00,Scattered Clouds
02/24/2018,02:53:00,Mostly Cloudy
02/24/2018,03:53:00,Overcast
02/24/2018,04:53:00,Overcast
02/24/2018,05:53:00,Mostly Cloudy
02/24/2018,06:53:00,Mostly Cloudy
02/24/2018,07:53:00,Mostly Cloudy
02/24/2018,08:53:00,Mostly Cloudy
02/24/2018,09:53:00,Mostly Cloudy
02/24/2018,10:53:00,Mostly Cloudy
02/24/2018,11:53:00,Mostly Cloudy
02/24/2018,12:53:00,Mostly Cloudy
02/24/2018,13:53:00,Mostly Cloudy
02/24/2018,14:53:00,Light Rain
02/24/2018,15:53:00,Mostly Cloudy
02/24/2018,16:53:00,Mostly Cloudy
02/24/2018,17:53:00,Mostly Cloudy
02/24/2018,18:53:00,Mostly Cloudy
02/24/2018,19:53:00,Mostly Cloudy
02/24/2018,20:53:00,Mostly Cloudy
02/24/2018,21:53:00,Mostly Cloudy
02/24/2018,22:30:00,Rain
02/24/2018,22:53:00,Mostly Cloudy
02/24/2018,23:53:00,Mostly Cloudy
02/25/2018,00:53:00,Mostly Cloudy
02/25/2018,01:53:00,Overcast
02/25/2018,02:53:00,Mostly Cloudy
02/25/2018,03:53:00,Overcast
02/25/2018,04:35:00,Rain
02/25/2018,04:43:00,Heavy Rain
02/25/2018,04:46:00,Heavy Rain
02/25/2018,04:53:00,Rain
02/25/2018,05:53:00,Light Rain
02/25/2018,06:14:00,Light Rain
02/25/2018,06:53:00,Light Rain
02/25/2018,07:20:00,Light Rain
02/25/2018,07:39:00,Light Rain
02/25/2018,07:53:00,Patches of Fog
02/25/2018,08:23:00,Light Rain
02/25/2018,08:53:00,Light Rain
02/25/2018,09:53:00,Overcast
02/25/2018,10:53:00,Overcast
02/25/2018,11:53:00,Mostly Cloudy
02/25/2018,12:53:00,Mostly Cloudy
02/25/2018,13:53:00,Mostly Cloudy
02/25/2018,14:14:00,Mostly Cloudy
02/25/2018,14:53:00,Mostly Cloudy
02/25/2018,15:45:00,Mostly Cloudy
02/25/2018,15:53:00,Mostly Cloudy
02/25/2018,16:53:00,Mostly Cloudy
02/25/2018,17:53:00,Mostly Cloudy
02/25/2018,18:53:00,Mostly Cloudy
02/25/2018,19:53:00,Mostly Cloudy
02/25/2018,20:53:00,Mostly Cloudy
02/25/2018,21:53:00,Light Rain
02/25/2018,22:29:00,Light Rain
02/25/2018,22:53:00,Light Rain
02/25/2018,23:53:00,Light Rain
02/26/2018,00:46:00,Light Rain
02/26/2018,00:53:00,Light Rain
02/26/2018,01:53:00,Light Rain
02/26/2018,02:40:00,Overcast
02/26/2018,02:53:00,Light Rain
02/26/2018,03:53:00,Light Rain
02/26/2018,04:43:00,Rain
02/26/2018,04:53:00,Light Rain
02/26/2018,05:53:00,Light Rain
02/26/2018,06:22:00,Light Rain
02/26/2018,06:53:00,Overcast
02/26/2018,07:37:00,Patches of Fog
02/26/2018,07:53:00,Patches of Fog
02/26/2018,08:53:00,Patches of Fog
02/26/2018,09:13:00,Light Drizzle
02/26/2018,09:53:00,Overcast
02/26/2018,10:53:00,Overcast
02/26/2018,11:53:00,Overcast
02/26/2018,12:53:00,Overcast
02/26/2018,13:53:00,Mostly Cloudy
02/26/2018,14:53:00,Mostly Cloudy
02/26/2018,15:15:00,Mostly Cloudy
02/26/2018,15:53:00,Scattered Clouds
02/26/2018,16:53:00,Scattered Clouds
02/26/2018,17:53:00,Partly Cloudy
02/26/2018,18:53:00,Partly Cloudy
02/26/2018,19:53:00,Clear
02/26/2018,20:53:00,Clear
02/26/2018,21:53:00,Clear
02/26/2018,22:53:00,Clear
02/26/2018,23:53:00,Clear
02/27/2018,00:53:00,Clear
02/27/2018,01:53:00,Clear
02/27/2018,02:08:00,Partly Cloudy
02/27/2018,02:17:00,Partly Cloudy
02/27/2018,02:24:00,Partly Cloudy
02/27/2018,02:53:00,Partly Cloudy
02/27/2018,02:55:00,Mist
02/27/2018,02:57:00,Mist
02/27/2018,03:05:00,Fog
02/27/2018,03:25:00,Mist
02/27/2018,03:35:00,Fog
02/27/2018,03:53:00,Fog
02/27/2018,04:17:00,Fog
02/27/2018,04:29:00,Fog
02/27/2018,04:37:00,Fog
02/27/2018,04:51:00,Fog
02/27/2018,04:53:00,Fog
02/27/2018,04:56:00,Fog
02/27/2018,05:27:00,Fog
02/27/2018,05:34:00,Fog
02/27/2018,05:53:00,Fog
02/27/2018,06:06:00,Fog
02/27/2018,06:16:00,Fog
02/27/2018,06:26:00,Fog
02/27/2018,06:53:00,Fog
02/27/2018,07:42:00,Fog
02/27/2018,07:53:00,Fog
02/27/2018,08:53:00,Fog
02/27/2018,09:15:00,Fog
02/27/2018,09:32:00,Fog
02/27/2018,09:53:00,Overcast
02/27/2018,10:08:00,Mostly Cloudy
02/27/2018,10:25:00,Scattered Clouds
02/27/2018,10:53:00,Partly Cloudy
02/27/2018,11:53:00,Clear
02/27/2018,12:53:00,Clear
02/27/2018,13:53:00,Clear
02/27/2018,14:53:00,Clear
02/27/2018,15:53:00,Partly Cloudy
02/27/2018,16:53:00,Scattered Clouds
02/27/2018,17:53:00,Mostly Cloudy
02/27/2018,18:53:00,Mostly Cloudy
02/27/2018,19:53:00,Overcast
02/27/2018,20:53:00,Overcast
02/27/2018,21:53:00,Overcast
02/27/2018,22:53:00,Overcast
02/27/2018,23:53:00,Overcast
02/28/2018,00:53:00,Clear
02/28/2018,01:53:00,Clear
02/28/2018,02:53:00,Overcast
02/28/2018,03:53:00,Light Rain
02/28/2018,04:53:00,Light Rain
02/28/2018,05:53:00,Light Rain
02/28/2018,06:53:00,Light Rain
02/28/2018,07:28:00,Light Rain
02/28/2018,07:53:00,Heavy Rain
02/28/2018,08:40:00,Rain
02/28/2018,08:53:00,Rain
02/28/2018,09:15:00,Heavy Rain
02/28/2018,09:53:00,Heavy Rain
02/28/2018,10:34:00,Rain
02/28/2018,10:36:00,Rain
02/28/2018,10:53:00,Heavy Rain
02/28/2018,11:48:00,Light Rain
02/28/2018,11:53:00,Light Rain
02/28/2018,12:17:00,Rain
02/28/2018,12:53:00,Light Rain
02/28/2018,12:56:00,Rain
02/28/2018,13:34:00,Light Rain
02/28/2018,13:51:00,Light Rain
02/28/2018,13:53:00,Light Rain
02/28/2018,13:58:00,Light Rain
02/28/2018,14:42:00,Rain
02/28/2018,14:53:00,Light Rain
02/28/2018,15:50:00,Light Rain
02/28/2018,15:53:00,Light Rain
02/28/2018,16:53:00,Rain
02/28/2018,17:53:00,Heavy Rain
02/28/2018,18:07:00,Heavy Rain
02/28/2018,18:38:00,Heavy Rain
02/28/2018,18:53:00,Heavy Rain
02/28/2018,19:13:00,Light Rain
02/28/2018,19:22:00,Rain
02/28/2018,19:53:00,Light Rain
02/28/2018,20:02:00,Light Rain
02/28/2018,20:19:00,Rain
02/28/2018,20:44:00,Heavy Rain
02/28/2018,20:53:00,Rain
02/28/2018,21:20:00,Rain
02/28/2018,21:36:00,Rain
02/28/2018,21:53:00,Light Rain
02/28/2018,22:53:00,Rain
02/28/2018,23:29:00,Rain
02/28/2018,23:47:00,Light Rain
02/28/2018,23:53:00,Overcast
03/01/2018,00:12:00,Overcast
03/01/2018,00:49:00,Overcast
03/01/2018,00:53:00,Overcast
03/01/2018,01:10:00,Overcast
03/01/2018,01:45:00,Overcast
03/01/2018,01:53:00,Light Rain
03/01/2018,02:08:00,Rain
03/01/2018,02:53:00,Rain
03/01/2018,03:05:00,Light Rain
03/01/2018,03:45:00,Light Rain
03/01/2018,03:53:00,Overcast
03/01/2018,04:31:00,Overcast
03/01/2018,04:53:00,Overcast
03/01/2018,05:00:00,Overcast
03/01/2018,05:35:00,Overcast
03/01/2018,05:53:00,Overcast
03/01/2018,06:53:00,Overcast
03/01/2018,07:21:00,Rain
03/01/2018,07:40:00,Light Rain
03/01/2018,07:53:00,Light Rain
03/01/2018,08:06:00,Rain
03/01/2018,08:17:00,Light Rain
03/01/2018,08:53:00,Light Rain
03/01/2018,09:21:00,Light Rain
03/01/2018,09:53:00,Light Rain
03/01/2018,10:53:00,Light Rain
03/01/2018,11:53:00,Light Rain
03/01/2018,12:53:00,Light Rain
03/01/2018,13:53:00,Light Rain
03/01/2018,17:53:00,Light Rain
03/01/2018,18:53:00,Scattered Clouds
03/01/2018,19:53:00,Mostly Cloudy
03/01/2018,20:53:00,Mostly Cloudy
03/01/2018,21:53:00,Mostly Cloudy
03/01/2018,22:53:00,Scattered Clouds
03/01/2018,23:53:00,Mostly Cloudy
03/02/2018,00:53:00,Overcast
03/02/2018,01:53:00,Mostly Cloudy
03/02/2018,02:53:00,Clear
03/02/2018,03:53:00,Partly Cloudy
03/02/2018,04:53:00,Overcast
03/02/2018,05:53:00,Scattered Clouds
03/02/2018,06:53:00,Scattered Clouds
03/02/2018,07:53:00,Scattered Clouds
03/02/2018,08:53:00,Partly Cloudy
03/02/2018,09:53:00,Clear
03/02/2018,10:53:00,Clear
03/02/2018,11:53:00,Clear
03/02/2018,12:53:00,Clear
03/02/2018,13:53:00,Clear
03/02/2018,14:53:00,Clear
03/02/2018,15:53:00,Clear
03/02/2018,16:53:00,Clear
03/02/2018,17:53:00,Clear
03/02/2018,18:53:00,Clear
03/02/2018,19:53:00,Clear
03/02/2018,20:53:00,Clear
03/02/2018,21:53:00,Clear
03/02/2018,22:53:00,Clear
03/02/2018,23:53:00,Clear
03/03/2018,00:53:00,Clear
03/03/2018,01:53:00,Clear
03/03/2018,02:53:00,Clear
03/03/2018,03:53:00,Clear
03/03/2018,04:53:00,Clear
03/03/2018,05:53:00,Clear
03/03/2018,06:53:00,Clear
03/03/2018,07:53:00,Clear
03/03/2018,08:53:00,Clear
03/03/2018,09:53:00,Clear
03/03/2018,10:53:00,Clear
03/03/2018,11:53:00,Clear
03/03/2018,12:53:00,Partly Cloudy
03/03/2018,13:53:00,Partly Cloudy
03/03/2018,14:53:00,Clear
03/03/2018,15:53:00,Clear
03/03/2018,16:53:00,Clear
03/03/2018,17:53:00,Clear
03/03/2018,18:53:00,Clear
03/03/2018,19:53:00,Clear
03/03/2018,20:53:00,Clear
03/03/2018,21:53:00,Clear
03/03/2018,22:53:00,Clear
03/03/2018,23:53:00,Clear
03/04/2018,00:53:00,Clear
03/04/2018,01:53:00,Clear
03/04/2018,02:53:00,Clear
03/04/2018,03:53:00,Clear
03/04/2018,04:53:00,Clear
03/04/2018,05:53:00,Clear
03/04/2018,06:53:00,Clear
03/04/2018,07:53:00,Clear
03/04/2018,08:53:00,Clear
03/04/2018,09:53:00,Clear
03/04/2018,10:53:00,Clear
03/04/2018,11:53:00,Clear
03/04/2018,12:53:00,Partly Cloudy
03/04/2018,13:53:00,Partly Cloudy
03/04/2018,14:53:00,Partly Cloudy
03/04/2018,15:53:00,Scattered Clouds
03/04/2018,16:53:00,Scattered Clouds
03/04/2018,17:53:00,Scattered Clouds
03/04/2018,18:53:00,Scattered Clouds
03/04/2018,19:53:00,Partly Cloudy
03/04/2018,20:53:00,Partly Cloudy
03/04/2018,21:53:00,Mostly Cloudy
03/04/2018,22:53:00,Mostly Cloudy
03/04/2018,23:53:00,Mostly Cloudy
03/05/2018,00:53:00,Clear
03/05/2018,01:53:00,Clear
03/05/2018,02:53:00,Clear
03/05/2018,03:53:00,Clear
03/05/2018,04:53:00,Clear
03/05/2018,05:53:00,Scattered Clouds
03/05/2018,06:53:00,Mostly Cloudy
03/05/2018,07:53:00,Overcast
03/05/2018,08:53:00,Overcast
03/05/2018,09:53:00,Overcast
03/05/2018,10:53:00,Overcast
03/05/2018,11:53:00,Overcast
03/05/2018,12:53:00,Overcast
03/05/2018,13:53:00,Light Rain
03/05/2018,14:53:00,Overcast
03/05/2018,15:53:00,Overcast
03/05/2018,16:53:00,Overcast
03/05/2018,17:53:00,Rain
03/05/2018,18:53:00,Overcast
03/05/2018,19:53:00,Overcast
03/05/2018,20:53:00,Overcast
03/05/2018,21:53:00,Overcast
03/05/2018,22:53:00,Overcast
03/05/2018,23:53:00,Overcast
03/06/2018,00:53:00,Overcast
03/06/2018,01:53:00,Overcast
03/06/2018,02:53:00,Overcast
03/06/2018,03:53:00,Overcast
03/06/2018,04:07:00,Light Rain
03/06/2018,04:48:00,Overcast
03/06/2018,04:53:00,Overcast
03/06/2018,05:45:00,Overcast
03/06/2018,05:53:00,Light Rain
03/06/2018,06:53:00,Overcast
03/06/2018,07:53:00,Overcast
03/06/2018,08:48:00,Overcast
03/06/2018,08:53:00,Overcast
03/06/2018,09:50:00,Mostly Cloudy
03/06/2018,09:53:00,Mostly Cloudy
03/06/2018,10:53:00,Scattered Clouds
03/06/2018,11:53:00,Scattered Clouds
03/06/2018,12:53:00,Scattered Clouds
03/06/2018,13:53:00,Scattered Clouds
03/06/2018,14:53:00,Partly Cloudy
03/06/2018,15:53:00,Partly Cloudy
03/06/2018,16:53:00,Partly Cloudy
03/06/2018,17:53:00,Partly Cloudy
03/06/2018,18:53:00,Partly Cloudy
03/06/2018,19:53:00,Clear
03/06/2018,20:53:00,Clear
03/06/2018,21:53:00,Clear
03/06/2018,22:53:00,Clear
03/06/2018,23:53:00,Clear
03/07/2018,00:53:00,Clear
03/07/2018,01:53:00,Clear
03/07/2018,02:53:00,Clear
03/07/2018,03:53:00,Mostly Cloudy
03/07/2018,04:53:00,Partly Cloudy
03/07/2018,05:53:00,Partly Cloudy
03/07/2018,06:53:00,Scattered Clouds
03/07/2018,07:53:00,Scattered Clouds
03/07/2018,08:53:00,Mostly Cloudy
03/07/2018,09:53:00,Mostly Cloudy
03/07/2018,10:53:00,Mostly Cloudy
03/07/2018,11:53:00,Mostly Cloudy
03/07/2018,12:53:00,Overcast
03/07/2018,13:53:00,Overcast
03/07/2018,14:53:00,Overcast
03/07/2018,15:53:00,Mostly Cloudy
03/07/2018,16:53:00,Mostly Cloudy
03/07/2018,17:53:00,Mostly Cloudy
03/07/2018,18:53:00,Overcast
03/07/2018,19:53:00,Overcast
03/07/2018,20:53:00,Overcast
03/07/2018,21:53:00,Overcast
03/07/2018,22:53:00,Mostly Cloudy
03/07/2018,23:53:00,Overcast
03/08/2018,00:53:00,Overcast
03/08/2018,01:53:00,Clear
03/08/2018,02:53:00,Clear
03/08/2018,03:53:00,Clear
03/08/2018,04:53:00,Mostly Cloudy
03/08/2018,05:53:00,Overcast
03/08/2018,06:53:00,Light Snow
03/08/2018,07:53:00,Scattered Clouds
03/08/2018,08:53:00,Overcast
03/08/2018,09:53:00,Mostly Cloudy
03/08/2018,10:53:00,Mostly Cloudy
03/08/2018,11:53:00,Mostly Cloudy
03/08/2018,12:53:00,Mostly Cloudy
03/08/2018,13:53:00,Mostly Cloudy
03/08/2018,14:53:00,Mostly Cloudy
03/08/2018,15:53:00,Scattered Clouds
03/08/2018,16:53:00,Scattered Clouds
03/08/2018,17:53:00,Scattered Clouds
03/08/2018,18:53:00,Scattered Clouds
03/08/2018,19:53:00,Clear
03/08/2018,20:53:00,Clear
03/08/2018,21:53:00,Clear
03/08/2018,22:53:00,Clear
03/08/2018,23:53:00,Clear
03/09/2018,00:53:00,Clear
03/09/2018,01:53:00,Clear
03/09/2018,02:53:00,Clear
03/09/2018,03:53:00,Clear
03/09/2018,05:53:00,Clear
03/09/2018,06:53:00,Scattered Clouds
03/09/2018,07:53:00,Scattered Clouds
03/09/2018,08:53:00,Scattered Clouds
03/09/2018,09:53:00,Scattered Clouds
03/09/2018,10:53:00,Scattered Clouds
03/09/2018,11:53:00,Scattered Clouds
03/09/2018,12:53:00,Scattered Clouds
03/09/2018,13:53:00,Scattered Clouds
03/09/2018,14:53:00,Scattered Clouds
03/09/2018,15:53:00,Mostly Cloudy
03/09/2018,16:53:00,Mostly Cloudy
03/09/2018,17:53:00,Mostly Cloudy
03/09/2018,18:53:00,Mostly Cloudy
03/09/2018,19:53:00,Scattered Clouds
03/09/2018,20:53:00,Scattered Clouds
03/09/2018,21:53:00,Scattered Clouds
03/09/2018,22:53:00,Scattered Clouds
03/09/2018,23:53:00,Scattered Clouds
03/10/2018,00:53:00,Clear
03/10/2018,01:53:00,Clear
03/10/2018,02:53:00,Scattered Clouds
03/10/2018,03:53:00,Partly Cloudy
03/10/2018,04:53:00,Clear
03/10/2018,05:53:00,Mostly Cloudy
03/10/2018,06:53:00,Overcast
03/10/2018,07:53:00,Overcast
03/10/2018,08:53:00,Overcast
03/10/2018,09:53:00,Light Rain
03/10/2018,10:53:00,Light Rain
03/10/2018,11:25:00,Light Rain
03/10/2018,11:53:00,Overcast
03/10/2018,12:53:00,Overcast
03/10/2018,13:53:00,Overcast
03/10/2018,14:53:00,Overcast
03/10/2018,15:53:00,Overcast
03/10/2018,16:53:00,Overcast
03/10/2018,17:53:00,Overcast
03/10/2018,18:53:00,Overcast
03/10/2018,19:25:00,Overcast
03/10/2018,19:53:00,Overcast
03/10/2018,20:53:00,Overcast
03/10/2018,21:34:00,Overcast
03/10/2018,21:53:00,Overcast
03/10/2018,22:53:00,Light Rain
03/10/2018,23:53:00,Overcast
03/11/2018,00:08:00,Overcast
03/11/2018,00:15:00,Overcast
03/11/2018,00:29:00,Overcast
03/11/2018,00:48:00,Overcast
03/11/2018,00:53:00,Overcast
03/11/2018,01:04:00,Overcast
03/11/2018,01:20:00,Overcast
03/11/2018,01:53:00,Overcast
03/11/2018,03:08:00,Overcast
03/11/2018,03:33:00,Overcast
03/11/2018,03:53:00,Overcast
03/11/2018,04:30:00,Overcast
03/11/2018,04:40:00,Overcast
03/11/2018,04:48:00,Overcast
03/11/2018,04:53:00,Overcast
03/11/2018,05:19:00,Overcast
03/11/2018,05:44:00,Overcast
03/11/2018,05:53:00,Overcast
03/11/2018,06:53:00,Overcast
03/11/2018,07:07:00,Mostly Cloudy
03/11/2018,07:28:00,Overcast
03/11/2018,07:53:00,Light Drizzle
03/11/2018,08:10:00,Light Drizzle
03/11/2018,08:53:00,Mostly Cloudy
03/11/2018,09:32:00,Mostly Cloudy
03/11/2018,09:53:00,Mostly Cloudy
03/11/2018,10:43:00,Mostly Cloudy
03/11/2018,10:53:00,Mostly Cloudy
03/11/2018,11:05:00,Mostly Cloudy
03/11/2018,11:53:00,Mostly Cloudy
03/11/2018,12:25:00,Mostly Cloudy
03/11/2018,12:53:00,Mostly Cloudy
03/11/2018,13:53:00,Mostly Cloudy
03/11/2018,14:53:00,Mostly Cloudy
03/11/2018,15:53:00,Overcast
03/11/2018,16:53:00,Overcast
03/11/2018,17:05:00,Overcast
03/11/2018,17:53:00,Overcast
03/11/2018,18:30:00,Rain
03/11/2018,18:53:00,Rain
03/11/2018,19:53:00,Rain
03/11/2018,20:11:00,Light Drizzle
03/11/2018,20:53:00,Light Drizzle
03/11/2018,21:53:00,Light Drizzle
03/11/2018,22:53:00,Light Drizzle
03/11/2018,23:00:00,Light Drizzle
03/11/2018,23:08:00,Heavy Rain
03/11/2018,23:17:00,Light Rain
03/11/2018,23:53:00,Light Rain
03/12/2018,00:00:00,Overcast
03/12/2018,00:53:00,Overcast
03/12/2018,01:06:00,Overcast
03/12/2018,01:42:00,Overcast
03/12/2018,01:53:00,Overcast
03/12/2018,02:53:00,Overcast
03/12/2018,03:20:00,Overcast
03/12/2018,03:53:00,Overcast
03/12/2018,04:53:00,Overcast
03/12/2018,05:35:00,Overcast
03/12/2018,05:53:00,Mostly Cloudy
03/12/2018,06:34:00,Mostly Cloudy
03/12/2018,06:53:00,Overcast
03/12/2018,07:53:00,Overcast
03/12/2018,08:53:00,Overcast
03/12/2018,09:53:00,Overcast
03/12/2018,10:16:00,Overcast
03/12/2018,10:53:00,Mostly Cloudy
03/12/2018,11:53:00,Mostly Cloudy
03/12/2018,12:53:00,Scattered Clouds
03/12/2018,13:53:00,Scattered Clouds
