BLM,ELM,Co. Seq.,ID NUMBER,Adm. Sys.,Gov. Cont.,Func. Class,Inc Area Nbr,Urb Area Nbr,Sp Systems,State Aid Code
0,0.071,1,330F855001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.061,1,330F856001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.117,1,330F857001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.092,1,330F858001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0.092,0.217,1,330F858001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.084,1,330F859001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.107,1,330F860001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.28,1,330F861001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.095,1,330F862001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.275,1,330F863001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.49,1,330F864001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.513,1,330F865001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.138,1,330F866001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.122,1,330F867001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.593,1,330F868001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.046,1,330F869001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.312,1,330F870001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.081,1,330F871001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.344,1,330F872001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.07,1,330F873001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.224,1,330F875001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.295,1,330F876001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.088,1,330F877001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.094,1,330F879001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.097,1,330F880001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.101,1,330F881001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.092,1,330F882001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.107,1,330F883001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.087,1,330F884001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.121,1,330F885001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.083,1,330F886001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.29,1,330F887001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.844,1,330F888001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.245,1,330F889001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.12,1,330F890001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.128,1,330F891001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.136,1,330F892001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.4,1,330F893001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.125,1,330F894001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.143,1,330F895001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.056,1,330F896001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.108,1,330F897001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.098,1,330F898001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.367,1,330F899001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.238,1,330F900001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.082,1,330F901001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.143,1,330F902001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.221,1,330F903001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.325,1,330F904001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.152,1,330F905001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.051,1,330F906001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.165,1,330F908001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.134,1,330F909001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.089,1,330F910001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.068,1,330F911001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.087,1,330F912001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.113,1,330F913001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.035,1,330F914001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.044,1,330F915001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.21,1,330F916001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.063,1,330F917001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.149,1,330F918001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.682,1,330F919001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.182,1,330F920001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.073,1,330F921001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.144,1,330F922001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.245,1,330F923001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.22,1,330F924001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.088,1,330F925001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.026,1,330F926001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.246,1,330F927001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,60 - COLLEGEDALE,52 - CHATTANOOGA,--,--
0,0.153,1,330F928001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.775,1,330F929001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,60 - COLLEGEDALE,52 - CHATTANOOGA,--,--
0,0.377,1,330F930001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,60 - COLLEGEDALE,52 - CHATTANOOGA,--,--
0,0.06,1,330F931001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,60 - COLLEGEDALE,52 - CHATTANOOGA,--,--
0,0.186,1,330F932001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,60 - COLLEGEDALE,52 - CHATTANOOGA,--,--
0,0.077,1,330F933001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,60 - COLLEGEDALE,52 - CHATTANOOGA,--,--
0,0.184,1,330F935001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,60 - COLLEGEDALE,52 - CHATTANOOGA,--,--
0,0.322,1,330F936001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,60 - COLLEGEDALE,52 - CHATTANOOGA,--,--
0,0.11,1,330F937001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,60 - COLLEGEDALE,52 - CHATTANOOGA,--,--
0,0.477,1,330F938001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,60 - COLLEGEDALE,52 - CHATTANOOGA,--,--
0,0.385,1,330F939001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.458,1,330F940001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.111,1,330F941001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,60 - COLLEGEDALE,52 - CHATTANOOGA,--,--
0,0.009,1,330F942001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,60 - COLLEGEDALE,52 - CHATTANOOGA,--,--
0.009,0.481,1,330F942001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.083,1,330F943001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.099,1,330F944001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.128,1,330F945001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.21,1,330F946001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.269,1,330F947001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,60 - COLLEGEDALE,52 - CHATTANOOGA,--,--
0,0.134,1,330F948001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.15,1,330F949001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.122,1,330F950001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.22,1,330F951001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.626,1,330F952001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.045,1,330F953001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.01,1,330F954001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0.01,0.039,1,330F954001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.009,1,330F955001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0.009,0.335,1,330F955001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.051,1,330F956001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.225,1,330F957001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.263,1,330F958001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.097,1,330F959001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.166,1,330F960001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.225,1,330F961001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.321,1,330F962001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.091,1,330F963001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.074,1,330F964001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.097,1,330F965001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.29,1,330F966001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0.29,0.333,1,330F966001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.434,1,330F967001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.048,1,330F968001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.055,1,330F969001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.052,1,330F970001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.048,1,330F971001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.049,1,330F972001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.11,1,330F973001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.022,1,330F974001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.244,1,330F975001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.112,1,330F976001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.458,1,330F977001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.047,1,330F978001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.042,1,330F979001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.069,1,330F980001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.31,1,330F981001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.1,1,330F982001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.042,1,330F983001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.102,1,330F984001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.14,1,330F985001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.124,1,330F987001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.059,1,330F988001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.736,1,330F989001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.22,1,330F990001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.128,1,330F991001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.122,1,330F992001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.22,1,330F993001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.073,1,330F994001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.274,1,330F995001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.084,1,330F996001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.058,1,330F997001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.643,1,330F998001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.043,1,330F999001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.175,1,330G001001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.156,1,330G002001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.085,1,330G003001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.183,1,330G004001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.197,1,330G005001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.056,1,330G006001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.055,1,330G007001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.033,1,330G008001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.283,1,330G009001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.159,1,330G010001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.244,1,330G011001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.184,1,330G012001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.119,1,330G013001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.736,1,330G015001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.206,1,330G016001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.239,1,330G017001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.331,1,330G018001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.165,1,330G019001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.212,1,330G020001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.043,1,330G021001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.3,1,330G022001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.153,1,330G023001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.197,1,330G024001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.092,1,330G025001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.058,1,330G026001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.096,1,330G027001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.041,1,330G028001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.141,1,330G029001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.193,1,330G030001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.046,1,330G031001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.148,1,330G032001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.095,1,330G033001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.596,1,330G034001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.165,1,330G035001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
