BLM,ELM,Special Case,Co. Seq.,Feat Seq Nbr,ID_NUMBER,Feature_Type,Feat_Width,Feature_Composition,
1.3,1.33,0-NONE ,1,1,33I0124001,DRAINAGE,,DITCH,
1.3,1.33,0-NONE ,1,3,33I0124001,SHOULDER (OUTSIDE),10,ASPHALT CONCRETE,
1.3,1.33,0-NONE ,1,5,33I0124001,ACCELERATION/DECELERATION LANE,12,ASPHALT CONCRETE,
1.3,1.33,0-NONE ,1,6,33I0124001,PAVEMENT,36,ASPHALT CONCRETE,
1.3,1.33,0-NONE ,1,7,33I0124001,SHOULDER (INSIDE),7,ASPHALT CONCRETE,
1.3,1.33,0-NONE ,1,8,33I0124001,DRAINAGE,,CURB ONLY,
1.3,1.33,0-NONE ,1,9,33I0124001,MEDIAN,2,CONCRETE BARRIER,
1.3,1.33,0-NONE ,1,10,33I0124001,DRAINAGE,,CURB ONLY,
1.3,1.33,0-NONE ,1,11,33I0124001,SHOULDER (INSIDE),7,ASPHALT CONCRETE,
1.3,1.33,0-NONE ,1,12,33I0124001,PAVEMENT,24,ASPHALT CONCRETE,
1.3,1.33,0-NONE ,1,13,33I0124001,SHOULDER (OUTSIDE),12,ASPHALT CONCRETE,
1.3,1.33,0-NONE ,1,14,33I0124001,DRAINAGE,,CURB ONLY,
1.33,1.38,0-NONE ,1,1,33I0124001,DRAINAGE,,DITCH,
1.33,1.38,0-NONE ,1,3,33I0124001,SHOULDER (OUTSIDE),10,ASPHALT CONCRETE,
1.33,1.38,0-NONE ,1,5,33I0124001,ACCELERATION/DECELERATION LANE,12,ASPHALT CONCRETE,
1.33,1.38,0-NONE ,1,6,33I0124001,PAVEMENT,36,ASPHALT CONCRETE,
1.33,1.38,0-NONE ,1,7,33I0124001,SHOULDER (INSIDE),7,ASPHALT CONCRETE,
1.33,1.38,0-NONE ,1,8,33I0124001,DRAINAGE,,CURB ONLY,
1.33,1.38,0-NONE ,1,9,33I0124001,MEDIAN,2,CONCRETE BARRIER,
1.33,1.38,0-NONE ,1,10,33I0124001,DRAINAGE,,CURB ONLY,
1.33,1.38,0-NONE ,1,11,33I0124001,SHOULDER (INSIDE),7,ASPHALT CONCRETE,
1.33,1.38,0-NONE ,1,12,33I0124001,PAVEMENT,24,ASPHALT CONCRETE,
1.33,1.38,0-NONE ,1,13,33I0124001,ACCELERATION/DECELERATION LANE,12,ASPHALT CONCRETE,
1.33,1.38,0-NONE ,1,14,33I0124001,SHOULDER (OUTSIDE),2,ASPHALT CONCRETE,
1.33,1.38,0-NONE ,1,15,33I0124001,DRAINAGE,,CURB ONLY,
1.38,1.48,0-NONE ,1,1,33I0124001,DRAINAGE,,DITCH,
1.38,1.48,0-NONE ,1,3,33I0124001,SHOULDER (OUTSIDE),10,ASPHALT CONCRETE,
1.38,1.48,0-NONE ,1,5,33I0124001,PAVEMENT,36,ASPHALT CONCRETE,
1.38,1.48,0-NONE ,1,9,33I0124001,DRAINAGE,,CURB AND GUTTER,
1.38,1.48,0-NONE ,1,11,33I0124001,MEDIAN,16,OTHER BARRIER,
1.38,1.48,0-NONE ,1,13,33I0124001,DRAINAGE,,CURB AND GUTTER,
1.38,1.48,0-NONE ,1,17,33I0124001,PAVEMENT,24,ASPHALT CONCRETE,
1.38,1.48,0-NONE ,1,19,33I0124001,SHOULDER (OUTSIDE),8,ASPHALT CONCRETE,
1.38,1.48,0-NONE ,1,21,33I0124001,DRAINAGE,,DITCH,
1.48,1.6,0-NONE ,1,1,33I0124001,DRAINAGE,,DITCH,
1.48,1.6,0-NONE ,1,3,33I0124001,SHOULDER (OUTSIDE),10,ASPHALT CONCRETE,
1.48,1.6,0-NONE ,1,5,33I0124001,ACCELERATION/DECELERATION LANE,12,ASPHALT CONCRETE,
1.48,1.6,0-NONE ,1,6,33I0124001,PAVEMENT,24,ASPHALT CONCRETE,
1.48,1.6,0-NONE ,1,8,33I0124001,DRAINAGE,,CURB AND GUTTER,
1.48,1.6,0-NONE ,1,9,33I0124001,MEDIAN,16,OTHER BARRIER,
1.48,1.6,0-NONE ,1,10,33I0124001,DRAINAGE,,CURB AND GUTTER,
1.48,1.6,0-NONE ,1,12,33I0124001,PAVEMENT,24,ASPHALT CONCRETE,
1.48,1.6,0-NONE ,1,13,33I0124001,ACCELERATION/DECELERATION LANE,16,ASPHALT CONCRETE,
1.48,1.6,0-NONE ,1,14,33I0124001,SHOULDER (OUTSIDE),10,ASPHALT CONCRETE,
1.48,1.6,0-NONE ,1,15,33I0124001,DRAINAGE,,CURB ONLY,
1.6,1.77,0-NONE ,1,1,33I0124001,DRAINAGE,,DITCH,
1.6,1.77,0-NONE ,1,3,33I0124001,SHOULDER (OUTSIDE),10,ASPHALT CONCRETE,
1.6,1.77,0-NONE ,1,5,33I0124001,PAVEMENT,24,ASPHALT CONCRETE,
1.6,1.77,0-NONE ,1,8,33I0124001,DRAINAGE,,CURB ONLY,
1.6,1.77,0-NONE ,1,10,33I0124001,MEDIAN,6,OTHER BARRIER,
1.6,1.77,0-NONE ,1,12,33I0124001,DRAINAGE,,CURB ONLY,
1.6,1.77,0-NONE ,1,15,33I0124001,PAVEMENT,24,ASPHALT CONCRETE,
1.6,1.77,0-NONE ,1,17,33I0124001,SHOULDER (OUTSIDE),2,ASPHALT CONCRETE,
1.6,1.77,0-NONE ,1,19,33I0124001,DRAINAGE,,DITCH,
1.77,1.92,0-NONE ,1,1,33I0124001,DRAINAGE,,DITCH,
1.77,1.92,0-NONE ,1,2,33I0124001,SHOULDER (OUTSIDE),10,ASPHALT CONCRETE,
1.77,1.92,0-NONE ,1,4,33I0124001,ACCELERATION/DECELERATION LANE,12,ASPHALT CONCRETE,
1.77,1.92,0-NONE ,1,5,33I0124001,PAVEMENT,24,ASPHALT CONCRETE,
1.77,1.92,0-NONE ,1,6,33I0124001,SHOULDER (INSIDE),8,ASPHALT CONCRETE,
1.77,1.92,0-NONE ,1,7,33I0124001,DRAINAGE,,CURB AND GUTTER,
1.77,1.92,0-NONE ,1,8,33I0124001,MEDIAN,2,CONCRETE BARRIER,
1.77,1.92,0-NONE ,1,9,33I0124001,DRAINAGE,,CURB AND GUTTER,
1.77,1.92,0-NONE ,1,10,33I0124001,SHOULDER (INSIDE),8,ASPHALT CONCRETE,
1.77,1.92,0-NONE ,1,11,33I0124001,PAVEMENT,24,ASPHALT CONCRETE,
1.77,1.92,0-NONE ,1,12,33I0124001,SHOULDER (OUTSIDE),10,ASPHALT CONCRETE,
1.77,1.92,0-NONE ,1,13,33I0124001,DRAINAGE,,DITCH,
1.92,1.94,0-NONE ,1,1,33I0124001,DRAINAGE,,DITCH,
1.92,1.94,0-NONE ,1,3,33I0124001,SHOULDER (OUTSIDE),10,ASPHALT CONCRETE,
1.92,1.94,0-NONE ,1,5,33I0124001,ACCELERATION/DECELERATION LANE,12,ASPHALT CONCRETE,
1.92,1.94,0-NONE ,1,7,33I0124001,PAVEMENT,24,ASPHALT CONCRETE,
1.92,1.94,0-NONE ,1,8,33I0124001,SHOULDER (INSIDE),10,ASPHALT CONCRETE,
1.92,1.94,0-NONE ,1,9,33I0124001,DRAINAGE,,CURB ONLY,
1.92,1.94,0-NONE ,1,10,33I0124001,MEDIAN,2,CONCRETE BARRIER,
1.92,1.94,0-NONE ,1,11,33I0124001,DRAINAGE,,CURB ONLY,
1.92,1.94,0-NONE ,1,12,33I0124001,SHOULDER (INSIDE),10,ASPHALT CONCRETE,
1.92,1.94,0-NONE ,1,13,33I0124001,PAVEMENT,24,ASPHALT CONCRETE,
1.92,1.94,0-NONE ,1,14,33I0124001,ACCELERATION/DECELERATION LANE,12,ASPHALT CONCRETE,
1.92,1.94,0-NONE ,1,15,33I0124001,SHOULDER (OUTSIDE),10,ASPHALT CONCRETE,
1.92,1.94,0-NONE ,1,16,33I0124001,DRAINAGE,,DITCH,
1.94,1.95,0-NONE ,1,1,33I0124001,DRAINAGE,,CURB AND GUTTER,
1.94,1.95,0-NONE ,1,2,33I0124001,SHOULDER (OUTSIDE),10,PORTLAND CEMENT CONCRETE,
1.94,1.95,0-NONE ,1,3,33I0124001,ACCELERATION/DECELERATION LANE,12,PORTLAND CEMENT CONCRETE,
1.94,1.95,0-NONE ,1,4,33I0124001,PAVEMENT,24,PORTLAND CEMENT CONCRETE,
1.94,1.95,0-NONE ,1,5,33I0124001,SHOULDER (INSIDE),10,PORTLAND CEMENT CONCRETE,
1.94,1.95,0-NONE ,1,6,33I0124001,DRAINAGE,,CURB ONLY,
1.94,1.95,0-NONE ,1,7,33I0124001,MEDIAN,2,CONCRETE BARRIER,
1.94,1.95,0-NONE ,1,8,33I0124001,DRAINAGE,,CURB ONLY,
1.94,1.95,0-NONE ,1,9,33I0124001,SHOULDER (INSIDE),10,PORTLAND CEMENT CONCRETE,
1.94,1.95,0-NONE ,1,10,33I0124001,PAVEMENT,24,PORTLAND CEMENT CONCRETE,
1.94,1.95,0-NONE ,1,11,33I0124001,ACCELERATION/DECELERATION LANE,12,PORTLAND CEMENT CONCRETE,
1.94,1.95,0-NONE ,1,12,33I0124001,SHOULDER (OUTSIDE),10,PORTLAND CEMENT CONCRETE,
1.94,1.95,0-NONE ,1,13,33I0124001,DRAINAGE,,CURB AND GUTTER,
0,0.76,0-NONE ,1,8,33SR002001,DRAINAGE,,DITCH,
0,0.76,0-NONE ,1,9,33SR002001,SHOULDER (OUTSIDE),12,ASPHALT CONCRETE,
0,0.76,0-NONE ,1,10,33SR002001,PAVEMENT,24,ASPHALT CONCRETE,
0,0.76,0-NONE ,1,12,33SR002001,SHOULDER (OUTSIDE),2,ASPHALT CONCRETE,
0,0.76,0-NONE ,1,13,33SR002001,DRAINAGE,,DITCH,
0.76,1.02,0-NONE ,1,8,33SR002001,DRAINAGE,,DITCH,
0.76,1.02,0-NONE ,1,9,33SR002001,SHOULDER (OUTSIDE),2,ASPHALT CONCRETE,
0.76,1.02,0-NONE ,1,10,33SR002001,PAVEMENT,24,ASPHALT CONCRETE,
0.76,1.02,0-NONE ,1,12,33SR002001,SHOULDER (OUTSIDE),2,ASPHALT CONCRETE,
0.76,1.02,0-NONE ,1,13,33SR002001,DRAINAGE,,DITCH,
1.02,1.1,0-NONE ,1,1,33SR002001,DRAINAGE,,DITCH,
1.02,1.1,0-NONE ,1,2,33SR002001,SHOULDER (OUTSIDE),2,ASPHALT CONCRETE,
1.02,1.1,0-NONE ,1,3,33SR002001,PAVEMENT,24,ASPHALT CONCRETE,
1.02,1.1,0-NONE ,1,4,33SR002001,SHOULDER (OUTSIDE),11,ASPHALT CONCRETE,
1.02,1.1,0-NONE ,1,5,33SR002001,DRAINAGE,,DITCH,
1.1,1.78,0-NONE ,1,1,33SR002001,DRAINAGE,,DITCH,
1.1,1.78,0-NONE ,1,2,33SR002001,SHOULDER (OUTSIDE),2,ASPHALT CONCRETE,
1.1,1.78,0-NONE ,1,3,33SR002001,PAVEMENT,24,ASPHALT CONCRETE,
1.1,1.78,0-NONE ,1,4,33SR002001,SHOULDER (OUTSIDE),2,ASPHALT CONCRETE,
1.1,1.78,0-NONE ,1,5,33SR002001,DRAINAGE,,DITCH,
1.78,1.95,0-NONE ,1,8,33SR002001,DRAINAGE,,DITCH,
1.78,1.95,0-NONE ,1,9,33SR002001,SHOULDER (OUTSIDE),8,ASPHALT CONCRETE,
1.78,1.95,0-NONE ,1,10,33SR002001,PAVEMENT,24,ASPHALT CONCRETE,
1.78,1.95,0-NONE ,1,12,33SR002001,SHOULDER (OUTSIDE),2,ASPHALT CONCRETE,
1.78,1.95,0-NONE ,1,13,33SR002001,DRAINAGE,,DITCH,
1.95,2.01,0-NONE ,1,8,33SR002001,DRAINAGE,,DITCH,
1.95,2.01,0-NONE ,1,9,33SR002001,SHOULDER (OUTSIDE),10,ASPHALT CONCRETE,
1.95,2.01,0-NONE ,1,10,33SR002001,PAVEMENT,24,ASPHALT CONCRETE,
1.95,2.01,0-NONE ,1,12,33SR002001,SHOULDER (OUTSIDE),10,ASPHALT CONCRETE,
1.95,2.01,0-NONE ,1,13,33SR002001,DRAINAGE,,DITCH,
2.01,2.07,0-NONE ,1,9,33SR002001,DRAINAGE,,CURB AND GUTTER,
2.01,2.07,0-NONE ,1,11,33SR002001,SHOULDER (OUTSIDE),10,ASPHALT CONCRETE,
2.01,2.07,0-NONE ,1,13,33SR002001,PAVEMENT,48,ASPHALT CONCRETE,
2.01,2.07,0-NONE ,1,15,33SR002001,SHOULDER (OUTSIDE),10,ASPHALT CONCRETE,
2.01,2.07,0-NONE ,1,17,33SR002001,DRAINAGE,,DITCH,
2.07,2.21,0-NONE ,1,2,33SR002001,DRAINAGE,,CURB, GUTTER & SIDEWALK
2.07,2.21,0-NONE ,1,3,33SR002001,SHOULDER (OUTSIDE),2,ASPHALT CONCRETE,
2.07,2.21,0-NONE ,1,4,33SR002001,PAVEMENT,24,ASPHALT CONCRETE,
2.07,2.21,0-NONE ,1,5,33SR002001,SHOULDER (INSIDE),2,ASPHALT CONCRETE,
2.07,2.21,0-NONE ,1,6,33SR002001,DRAINAGE,,CURB AND GUTTER,
2.07,2.21,0-NONE ,1,7,33SR002001,MEDIAN,15,GRASS PLOT,
2.07,2.21,0-NONE ,1,8,33SR002001,DRAINAGE,,CURB AND GUTTER,
2.07,2.21,0-NONE ,1,9,33SR002001,SHOULDER (INSIDE),2,ASPHALT CONCRETE,
2.07,2.21,0-NONE ,1,10,33SR002001,PAVEMENT,24,ASPHALT CONCRETE,
2.07,2.21,0-NONE ,1,12,33SR002001,SHOULDER (OUTSIDE),2,ASPHALT CONCRETE,
2.07,2.21,0-NONE ,1,13,33SR002001,DRAINAGE,,CURB, GUTTER & SIDEWALK
2.21,2.32,0-NONE ,1,1,33SR002001,DRAINAGE,,CURB, GUTTER & SIDEWALK
2.21,2.32,0-NONE ,1,2,33SR002001,SHOULDER (OUTSIDE),10,ASPHALT CONCRETE,
2.21,2.32,0-NONE ,1,4,33SR002001,PAVEMENT,24,ASPHALT CONCRETE,
2.21,2.32,0-NONE ,1,5,33SR002001,SHOULDER (INSIDE),2,ASPHALT CONCRETE,
2.21,2.32,0-NONE ,1,6,33SR002001,DRAINAGE,,CURB AND GUTTER,
2.21,2.32,0-NONE ,1,7,33SR002001,MEDIAN,12,GRASS PLOT,
2.21,2.32,0-NONE ,1,8,33SR002001,DRAINAGE,,CURB AND GUTTER,
2.21,2.32,0-NONE ,1,9,33SR002001,SHOULDER (INSIDE),2,ASPHALT CONCRETE,
2.21,2.32,0-NONE ,1,10,33SR002001,PAVEMENT,24,ASPHALT CONCRETE,
2.21,2.32,0-NONE ,1,12,33SR002001,SHOULDER (OUTSIDE),14,ASPHALT CONCRETE,
2.21,2.32,0-NONE ,1,13,33SR002001,DRAINAGE,,DITCH,
2.32,2.365,0-NONE ,1,1,33SR002001,DRAINAGE,,CURB AND GUTTER,
2.32,2.365,0-NONE ,1,3,33SR002001,SHOULDER (OUTSIDE),10,ASPHALT CONCRETE,
2.32,2.365,0-NONE ,1,5,33SR002001,PAVEMENT,24,ASPHALT CONCRETE,
2.32,2.365,0-NONE ,1,8,33SR002001,DRAINAGE,,CURB AND GUTTER,
2.32,2.365,0-NONE ,1,10,33SR002001,MEDIAN,12,GRASS PLOT,
2.32,2.365,0-NONE ,1,12,33SR002001,DRAINAGE,,CURB AND GUTTER,
2.32,2.365,0-NONE ,1,15,33SR002001,PAVEMENT,24,ASPHALT CONCRETE,
2.32,2.365,0-NONE ,1,17,33SR002001,ACCELERATION/DECELERATION LANE,12,ASPHALT CONCRETE,
2.32,2.365,0-NONE ,1,18,33SR002001,SHOULDER (OUTSIDE),8,ASPHALT CONCRETE,
2.32,2.365,0-NONE ,1,19,33SR002001,DRAINAGE,,CURB AND GUTTER,
2.365,2.43,0-NONE ,1,1,33SR002001,DRAINAGE,,CURB AND GUTTER,
2.365,2.43,0-NONE ,1,3,33SR002001,SHOULDER (OUTSIDE),10,ASPHALT CONCRETE,
2.365,2.43,0-NONE ,1,5,33SR002001,PAVEMENT,24,ASPHALT CONCRETE,
2.365,2.43,0-NONE ,1,9,33SR002001,MEDIAN,12,PAINTED,
2.365,2.43,0-NONE ,1,13,33SR002001,PAVEMENT,24,ASPHALT CONCRETE,
2.365,2.43,0-NONE ,1,15,33SR002001,SHOULDER (OUTSIDE),2,PORTLAND CEMENT CONCRETE,
2.365,2.43,0-NONE ,1,17,33SR002001,DRAINAGE,,CURB AND GUTTER,
2.43,2.5,0-NONE ,1,1,33SR002001,DRAINAGE,,CURB AND GUTTER,
2.43,2.5,0-NONE ,1,3,33SR002001,SHOULDER (OUTSIDE),4,GRAVEL,
2.43,2.5,0-NONE ,1,5,33SR002001,PAVEMENT,24,ASPHALT CONCRETE,
2.43,2.5,0-NONE ,1,9,33SR002001,2-WAY LT.  TURN LN.,12,ASPHALT CONCRETE,
2.43,2.5,0-NONE ,1,13,33SR002001,PAVEMENT,24,ASPHALT CONCRETE,
2.43,2.5,0-NONE ,1,15,33SR002001,SHOULDER (OUTSIDE),12,ASPHALT CONCRETE,
2.43,2.5,0-NONE ,1,17,33SR002001,DRAINAGE,,CURB AND GUTTER,
2.5,2.62,0-NONE ,1,1,33SR002001,DRAINAGE,,DITCH,
2.5,2.62,0-NONE ,1,3,33SR002001,SHOULDER (OUTSIDE),4,GRAVEL,
2.5,2.62,0-NONE ,1,5,33SR002001,PAVEMENT,24,ASPHALT CONCRETE,
2.5,2.62,0-NONE ,1,9,33SR002001,2-WAY LT.  TURN LN.,12,ASPHALT CONCRETE,
2.5,2.62,0-NONE ,1,13,33SR002001,PAVEMENT,24,ASPHALT CONCRETE,
2.5,2.62,0-NONE ,1,15,33SR002001,SHOULDER (OUTSIDE),2,PORTLAND CEMENT CONCRETE,
2.5,2.62,0-NONE ,1,17,33SR002001,DRAINAGE,,CURB AND GUTTER,
2.62,2.69,0-NONE ,1,1,33SR002001,DRAINAGE,,DITCH,
2.62,2.69,0-NONE ,1,3,33SR002001,SHOULDER (OUTSIDE),4,ASPHALT CONCRETE,
2.62,2.69,0-NONE ,1,5,33SR002001,PAVEMENT,24,ASPHALT CONCRETE,
2.62,2.69,0-NONE ,1,9,33SR002001,MEDIAN,4,NON-MOUNTABLE (CONCRETE),
2.62,2.69,0-NONE ,1,13,33SR002001,PAVEMENT,24,ASPHALT CONCRETE,
2.62,2.69,0-NONE ,1,16,33SR002001,DRAINAGE,,CURB, GUTTER & SIDEWALK
2.69,2.73,0-NONE ,1,1,33SR002001,DRAINAGE,,DITCH,
2.69,2.73,0-NONE ,1,3,33SR002001,SHOULDER (OUTSIDE),4,GRAVEL,
2.69,2.73,0-NONE ,1,5,33SR002001,PAVEMENT,24,ASPHALT CONCRETE,
2.69,2.73,0-NONE ,1,9,33SR002001,MEDIAN,8,PAINTED,
2.69,2.73,0-NONE ,1,13,33SR002001,PAVEMENT,24,ASPHALT CONCRETE,
2.69,2.73,0-NONE ,1,16,33SR002001,DRAINAGE,,CURB, GUTTER & SIDEWALK
2.73,2.86,0-NONE ,1,8,33SR002001,DRAINAGE,,CURB AND GUTTER,
2.73,2.86,0-NONE ,1,9,33SR002001,SHOULDER (OUTSIDE),10,ASPHALT CONCRETE,
2.73,2.86,0-NONE ,1,10,33SR002001,PAVEMENT,44,ASPHALT CONCRETE,
2.73,2.86,0-NONE ,1,12,33SR002001,SHOULDER (OUTSIDE),4,ASPHALT CONCRETE,
2.73,2.86,0-NONE ,1,13,33SR002001,DRAINAGE,,DITCH,
2.86,3.08,0-NONE ,1,8,33SR002001,DRAINAGE,,DITCH,
2.86,3.08,0-NONE ,1,9,33SR002001,SHOULDER (OUTSIDE),4,ASPHALT CONCRETE,
2.86,3.08,0-NONE ,1,10,33SR002001,PAVEMENT,44,ASPHALT CONCRETE,
2.86,3.08,0-NONE ,1,12,33SR002001,SHOULDER (OUTSIDE),12,ASPHALT CONCRETE,
2.86,3.08,0-NONE ,1,13,33SR002001,DRAINAGE,,CURB, GUTTER & SIDEWALK
3.08,3.24,0-NONE ,1,1,33SR002001,DRAINAGE,,CURB AND GUTTER,
3.08,3.24,0-NONE ,1,2,33SR002001,SHOULDER (OUTSIDE),2,ASPHALT CONCRETE,
3.08,3.24,0-NONE ,1,3,33SR002001,PAVEMENT,24,ASPHALT CONCRETE,
3.08,3.24,0-NONE ,1,4,33SR002001,2-WAY LT.  TURN LN.,12,ASPHALT CONCRETE,
3.08,3.24,0-NONE ,1,5,33SR002001,PAVEMENT,24,ASPHALT CONCRETE,
3.08,3.24,0-NONE ,1,6,33SR002001,SHOULDER (OUTSIDE),2,ASPHALT CONCRETE,
3.08,3.24,0-NONE ,1,7,33SR002001,DRAINAGE,,CURB AND GUTTER,
3.24,3.31,0-NONE ,1,1,33SR002001,DRAINAGE,,DITCH,
3.24,3.31,0-NONE ,1,3,33SR002001,SHOULDER (OUTSIDE),3,ASPHALT CONCRETE,
3.24,3.31,0-NONE ,1,5,33SR002001,PAVEMENT,11,ASPHALT CONCRETE,
3.24,3.31,0-NONE ,1,9,33SR002001,2-WAY LT.  TURN LN.,11,ASPHALT CONCRETE,
3.24,3.31,0-NONE ,1,13,33SR002001,PAVEMENT,11,ASPHALT CONCRETE,
3.24,3.31,0-NONE ,1,15,33SR002001,SHOULDER (OUTSIDE),7,ASPHALT CONCRETE,
3.24,3.31,0-NONE ,1,17,33SR002001,DRAINAGE,,DITCH,
3.31,3.4,0-NONE ,1,8,33SR002001,DRAINAGE,,DITCH,
3.31,3.4,0-NONE ,1,10,33SR002001,SHOULDER (OUTSIDE),2,ASPHALT CONCRETE,
3.31,3.4,0-NONE ,1,11,33SR002001,PAVEMENT,30,ASPHALT CONCRETE,
3.31,3.4,0-NONE ,1,12,33SR002001,SHOULDER (OUTSIDE),2,ASPHALT CONCRETE,
3.31,3.4,0-NONE ,1,13,33SR002001,DRAINAGE,,DITCH,
3.4,3.52,0-NONE ,1,9,33SR002001,DRAINAGE,,CURB AND GUTTER,
3.4,3.52,0-NONE ,1,11,33SR002001,SHOULDER (OUTSIDE),10,ASPHALT CONCRETE,
3.4,3.52,0-NONE ,1,13,33SR002001,PAVEMENT,44,ASPHALT CONCRETE,
3.4,3.52,0-NONE ,1,15,33SR002001,SHOULDER (OUTSIDE),2,ASPHALT CONCRETE,
3.4,3.52,0-NONE ,1,17,33SR002001,DRAINAGE,,DITCH,
3.52,3.57,0-NONE ,1,9,33SR002001,DRAINAGE,,DITCH,
3.52,3.57,0-NONE ,1,11,33SR002001,SHOULDER (OUTSIDE),10,ASPHALT CONCRETE,
3.52,3.57,0-NONE ,1,13,33SR002001,PAVEMENT,48,ASPHALT CONCRETE,
3.52,3.57,0-NONE ,1,15,33SR002001,SHOULDER (OUTSIDE),10,ASPHALT CONCRETE,
3.52,3.57,0-NONE ,1,17,33SR002001,DRAINAGE,,DITCH,
3.57,3.64,0-NONE ,1,9,33SR002001,DRAINAGE,,DITCH,
3.57,3.64,0-NONE ,1,11,33SR002001,SHOULDER (OUTSIDE),10,ASPHALT CONCRETE,
3.57,3.64,0-NONE ,1,13,33SR002001,PAVEMENT,48,ASPHALT CONCRETE,
3.57,3.64,0-NONE ,1,15,33SR002001,SHOULDER (OUTSIDE),10,ASPHALT CONCRETE,
3.57,3.64,0-NONE ,1,17,33SR002001,DRAINAGE,,DITCH,
3.64,3.74,0-NONE ,1,9,33SR002001,DRAINAGE,,CURB AND GUTTER,
3.64,3.74,0-NONE ,1,11,33SR002001,SHOULDER (OUTSIDE),10,PORTLAND CEMENT CONCRETE,
3.64,3.74,0-NONE ,1,13,33SR002001,PAVEMENT,48,PORTLAND CEMENT CONCRETE,
3.64,3.74,0-NONE ,1,15,33SR002001,SHOULDER (OUTSIDE),10,PORTLAND CEMENT CONCRETE,
3.64,3.74,0-NONE ,1,17,33SR002001,DRAINAGE,,CURB AND GUTTER,
3.74,3.82,0-NONE ,1,9,33SR002001,DRAINAGE,,DITCH,
3.74,3.82,0-NONE ,1,11,33SR002001,SHOULDER (OUTSIDE),10,ASPHALT CONCRETE,
3.74,3.82,0-NONE ,1,13,33SR002001,PAVEMENT,48,ASPHALT CONCRETE,
3.74,3.82,0-NONE ,1,15,33SR002001,SHOULDER (OUTSIDE),10,ASPHALT CONCRETE,
3.74,3.82,0-NONE ,1,17,33SR002001,DRAINAGE,,DITCH,
3.82,3.89,0-NONE ,1,9,33SR002001,DRAINAGE,,DITCH,
3.82,3.89,0-NONE ,1,11,33SR002001,SHOULDER (OUTSIDE),1,ASPHALT CONCRETE,
3.82,3.89,0-NONE ,1,13,33SR002001,PAVEMENT,40,ASPHALT CONCRETE,
3.82,3.89,0-NONE ,1,15,33SR002001,SHOULDER (OUTSIDE),1,ASPHALT CONCRETE,
3.82,3.89,0-NONE ,1,17,33SR002001,DRAINAGE,,DITCH,
3.89,4.02,0-NONE ,1,9,33SR002001,DRAINAGE,,DITCH,
3.89,4.02,0-NONE ,1,11,33SR002001,SHOULDER (OUTSIDE),6,ASPHALT CONCRETE,
3.89,4.02,0-NONE ,1,13,33SR002001,PAVEMENT,42,ASPHALT CONCRETE,
3.89,4.02,0-NONE ,1,15,33SR002001,SHOULDER (OUTSIDE),10,ASPHALT CONCRETE,
3.89,4.02,0-NONE ,1,17,33SR002001,DRAINAGE,,DITCH,
4.02,4.1,0-NONE ,1,9,33SR002001,DRAINAGE,,DITCH,
4.02,4.1,0-NONE ,1,11,33SR002001,SHOULDER (OUTSIDE),2,ASPHALT CONCRETE,
4.02,4.1,0-NONE ,1,13,33SR002001,PAVEMENT,42,ASPHALT CONCRETE,
4.02,4.1,0-NONE ,1,15,33SR002001,SHOULDER (OUTSIDE),8,ASPHALT CONCRETE,
4.02,4.1,0-NONE ,1,17,33SR002001,DRAINAGE,,DITCH,
4.1,4.84,0-NONE ,1,9,33SR002001,DRAINAGE,,DITCH,
4.1,4.84,0-NONE ,1,11,33SR002001,SHOULDER (OUTSIDE),2,GRAVEL,
4.1,4.84,0-NONE ,1,13,33SR002001,PAVEMENT,40,ASPHALT CONCRETE,
4.1,4.84,0-NONE ,1,15,33SR002001,SHOULDER (OUTSIDE),1,ASPHALT CONCRETE,
4.1,4.84,0-NONE ,1,17,33SR002001,DRAINAGE,,DITCH,
4.84,5.56,0-NONE ,1,8,33SR002001,DRAINAGE,,CURB AND GUTTER,
4.84,5.56,0-NONE ,1,10,33SR002001,PAVEMENT,40,ASPHALT CONCRETE,
4.84,5.56,0-NONE ,1,13,33SR002001,DRAINAGE,,CURB AND GUTTER,
5.56,5.6,0-NONE ,1,9,33SR002001,DRAINAGE,,DITCH,
5.56,5.6,0-NONE ,1,11,33SR002001,SHOULDER (OUTSIDE),2,ASPHALT CONCRETE,
5.56,5.6,0-NONE ,1,13,33SR002001,PAVEMENT,40,ASPHALT CONCRETE,
5.56,5.6,0-NONE ,1,15,33SR002001,SHOULDER (OUTSIDE),2,ASPHALT CONCRETE,
5.56,5.6,0-NONE ,1,17,33SR002001,DRAINAGE,,DITCH,
5.6,5.74,0-NONE ,1,9,33SR002001,DRAINAGE,,DITCH,
5.6,5.74,0-NONE ,1,11,33SR002001,SHOULDER (OUTSIDE),2,ASPHALT CONCRETE,
5.6,5.74,0-NONE ,1,13,33SR002001,PAVEMENT,30,ASPHALT CONCRETE,
5.6,5.74,0-NONE ,1,15,33SR002001,SHOULDER (OUTSIDE),2,ASPHALT CONCRETE,
5.6,5.74,0-NONE ,1,17,33SR002001,DRAINAGE,,DITCH,
5.74,5.8,0-NONE ,1,9,33SR002001,DRAINAGE,,CURB AND GUTTER,
5.74,5.8,0-NONE ,1,11,33SR002001,SHOULDER (OUTSIDE),2,ASPHALT CONCRETE,
5.74,5.8,0-NONE ,1,13,33SR002001,PAVEMENT,24,ASPHALT CONCRETE,
